   GoodVibes v3.0.1 2023/08/01 12:16:53
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 --SPC SPE --csv --output dft_3_2_dist_gs 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for B3LYP/def2SVP level of theory

   Caution! Implicit solvation (SMD/CPCM) detected. Enthalpic and entropic terms cannot be safely separated. Use them at your own risk!

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  ts_1059_reactant_1,-599.442023,0.187449,-599.243194,0.044604,0.044019,-599.287797,-599.287213,
o  ts_1059_reactant_2,-547.840286,0.123071,-547.705034,0.048469,0.046475,-547.753503,-547.751509,
o  ts_105_reactant_1,-229.803050,0.064040,-229.732535,0.031935,0.031775,-229.764469,-229.764310,
o  ts_105_reactant_2,-605.065181,0.125870,-604.927838,0.044935,0.044353,-604.972773,-604.972191,
o  ts_1060_reactant_1,-599.427853,0.187011,-599.229199,0.045642,0.044650,-599.274841,-599.273849,
o  ts_1060_reactant_2,-547.833901,0.122695,-547.698954,0.048897,0.046756,-547.747850,-547.745709,
o  ts_1061_reactant_1,-871.672500,0.151002,-871.507571,0.052643,0.050330,-871.560214,-871.557901,
o  ts_1061_reactant_2,-416.606332,0.107037,-416.489725,0.040870,0.040270,-416.530595,-416.529995,
o  ts_1062_reactant_1,-871.662639,0.151258,-871.497600,0.051403,0.049639,-871.549004,-871.547239,
o  ts_1062_reactant_2,-416.607931,0.107009,-416.490289,0.044612,0.042778,-416.534901,-416.533067,
o  ts_1063_reactant_1,-871.676707,0.151394,-871.511596,0.051144,0.049534,-871.562740,-871.561130,
o  ts_1063_reactant_2,-416.614462,0.107388,-416.496599,0.043336,0.042136,-416.539935,-416.538735,
o  ts_1064_reactant_1,-871.679783,0.151487,-871.514525,0.051530,0.049738,-871.566054,-871.564263,
o  ts_1064_reactant_2,-416.613454,0.107341,-416.495732,0.042929,0.041912,-416.538661,-416.537644,
o  ts_1065_reactant_1,-625.708185,0.186840,-625.506136,0.054549,0.052230,-625.560685,-625.558366,
o  ts_1065_reactant_2,-498.993624,0.167906,-498.815535,0.041697,0.041221,-498.857233,-498.856756,
o  ts_1067_reactant_1,-625.699803,0.187935,-625.497237,0.052238,0.050777,-625.549475,-625.548015,
o  ts_1067_reactant_2,-499.012765,0.168258,-498.833610,0.043312,0.042686,-498.876922,-498.876295,
o  ts_1068_reactant_1,-625.704129,0.187808,-625.500926,0.054376,0.052439,-625.555303,-625.553365,
o  ts_1068_reactant_2,-499.001629,0.168276,-498.822579,0.042915,0.042324,-498.865494,-498.864903,
o  ts_1069_reactant_1,-534.876051,0.146095,-534.719763,0.042167,0.041511,-534.761931,-534.761274,
o  ts_1069_reactant_2,-645.561531,0.175059,-645.371815,0.052953,0.051341,-645.424768,-645.423156,
o  ts_106_reactant_1,-229.798160,0.063785,-229.727843,0.032254,0.031865,-229.760097,-229.759708,
o  ts_106_reactant_2,-605.072636,0.125647,-604.934476,0.047759,0.046642,-604.982235,-604.981118,
o  ts_1070_reactant_1,-534.884996,0.146407,-534.728427,0.042254,0.041493,-534.770681,-534.769920,
o  ts_1070_reactant_2,-645.570459,0.175368,-645.380681,0.052137,0.050779,-645.432818,-645.431460,
o  ts_1071_reactant_1,-645.571260,0.175044,-645.381566,0.052896,0.051225,-645.434461,-645.432790,
o  ts_1071_reactant_2,-534.883327,0.146414,-534.726842,0.041829,0.041265,-534.768671,-534.768108,
o  ts_1072_reactant_1,-645.570574,0.175464,-645.380739,0.051846,0.050598,-645.432586,-645.431337,
o  ts_1072_reactant_2,-534.885050,0.146400,-534.728532,0.042065,0.041384,-534.770598,-534.769916,
o  ts_1073_reactant_1,-776.815966,0.190407,-776.608764,0.059570,0.056365,-776.668333,-776.665128,
o  ts_1073_reactant_2,-382.343298,0.101937,-382.232082,0.040402,0.039416,-382.272484,-382.271498,
o  ts_107_reactant_1,-469.458674,0.078233,-469.369060,0.046772,0.044752,-469.415833,-469.413812,
o  ts_107_reactant_2,-453.350397,0.060779,-453.281514,0.038345,0.037055,-453.319859,-453.318570,
o  ts_1080_reactant_1,-519.729141,0.234814,-519.482619,0.044650,0.044269,-519.527270,-519.526888,
o  ts_1080_reactant_2,-549.267980,0.157965,-549.097631,0.046168,0.045909,-549.143799,-549.143540,
o  ts_1081_reactant_1,-519.727038,0.234751,-519.480497,0.045338,0.044579,-519.525834,-519.525075,
o  ts_1081_reactant_2,-549.264970,0.157701,-549.094799,0.046444,0.046126,-549.141243,-549.140925,
o  ts_1082_reactant_1,-628.148889,0.234228,-627.898777,0.056223,0.053872,-627.955000,-627.952649,
o  ts_1082_reactant_2,-771.316997,0.170140,-771.137736,0.039465,0.038938,-771.177201,-771.176674,
o  ts_1083_reactant_1,-628.149471,0.234265,-627.899276,0.055478,0.053530,-627.954754,-627.952806,
o  ts_1083_reactant_2,-771.317628,0.170093,-771.139238,0.037281,0.037261,-771.176518,-771.176499,
o  ts_1084_reactant_1,-569.375972,0.163588,-569.200992,0.045115,0.044125,-569.246106,-569.245116,
o  ts_1084_reactant_2,-648.612487,0.184191,-648.416934,0.044631,0.043832,-648.461565,-648.460766,
o  ts_1085_reactant_1,-569.370319,0.163932,-569.193348,0.049451,0.047599,-569.242800,-569.240947,
o  ts_1085_reactant_2,-648.615125,0.184297,-648.419376,0.044916,0.044070,-648.464292,-648.463446,
o  ts_1086_reactant_1,-687.429365,0.183325,-687.233028,0.048891,0.047750,-687.281918,-687.280778,
o  ts_1086_reactant_2,-528.784469,0.112426,-528.660447,0.045360,0.044471,-528.705806,-528.704918,
o  ts_1088_reactant_1,-687.432326,0.183113,-687.236938,0.046984,0.046270,-687.283922,-687.283208,
o  ts_1088_reactant_2,-528.783762,0.112300,-528.659788,0.045665,0.044676,-528.705453,-528.704464,
o  ts_1089_reactant_1,-528.784086,0.112712,-528.659949,0.044835,0.044063,-528.704785,-528.704013,
o  ts_1089_reactant_2,-687.421422,0.183409,-687.225952,0.046136,0.045769,-687.272088,-687.271721,
o  ts_108_reactant_1,-469.457674,0.078247,-469.368067,0.046281,0.044557,-469.414348,-469.412624,
o  ts_108_reactant_2,-453.347229,0.060722,-453.279289,0.035061,0.034897,-453.314350,-453.314186,
o  ts_1090_reactant_1,-740.149872,0.219997,-739.913418,0.055908,0.054692,-739.969326,-739.968110,
o  ts_1090_reactant_2,-421.843205,0.149194,-421.683005,0.043765,0.042655,-421.726769,-421.725660,
o  ts_1092_reactant_1,-640.933953,0.102678,-640.819171,0.047691,0.046097,-640.866861,-640.865268,
o  ts_1092_reactant_2,-683.249770,0.136086,-683.102715,0.044636,0.043386,-683.147350,-683.146100,
o  ts_1093_reactant_1,-640.938910,0.102625,-640.824203,0.047635,0.046015,-640.871837,-640.870218,
o  ts_1093_reactant_2,-683.258026,0.136278,-683.110838,0.044292,0.043221,-683.155130,-683.154060,
o  ts_1094_reactant_1,-640.936651,0.102586,-640.821920,0.048660,0.046482,-640.870580,-640.868401,
o  ts_1094_reactant_2,-683.250895,0.136065,-683.103942,0.044053,0.043116,-683.147995,-683.147059,
o  ts_1095_reactant_1,-640.939044,0.102544,-640.824439,0.047423,0.045971,-640.871862,-640.870410,
o  ts_1095_reactant_2,-683.257115,0.136252,-683.109949,0.044212,0.043197,-683.154162,-683.153146,
o  ts_1097_reactant_1,-581.324523,0.136429,-581.175108,0.048680,0.047644,-581.223788,-581.222752,
o  ts_1097_reactant_2,-539.542431,0.221748,-539.308210,0.046996,0.046041,-539.355207,-539.354251,
o  ts_1098_reactant_1,-498.835270,0.235135,-498.586175,0.049520,0.048648,-498.635694,-498.634823,
o  ts_1098_reactant_2,-683.248422,0.135980,-683.101626,0.043651,0.042851,-683.145278,-683.144478,
o  ts_1099_reactant_1,-498.841310,0.235041,-498.592406,0.049152,0.048462,-498.641558,-498.640868,
o  ts_1099_reactant_2,-683.256450,0.136178,-683.109363,0.044078,0.043138,-683.153441,-683.152501,
o  ts_10_reactant_1,-157.116028,0.106358,-157.003308,0.030849,0.030822,-157.034157,-157.034130,
o  ts_10_reactant_2,-356.208870,0.069050,-356.130518,0.040097,0.039406,-356.170616,-356.169924,
o  ts_1101_reactant_1,-498.841495,0.235028,-498.592604,0.049155,0.048459,-498.641759,-498.641063,
o  ts_1101_reactant_2,-683.256341,0.136195,-683.109241,0.044073,0.043137,-683.153314,-683.152378,
o  ts_1108_reactant_1,-561.829780,0.095064,-561.722232,0.049664,0.047171,-561.771896,-561.769403,
o  ts_1108_reactant_2,-2938.009602,0.141208,-2937.859060,0.040873,0.040568,-2937.899933,-2937.899628,
o  ts_1109_reactant_1,-561.830874,0.095201,-561.723249,0.048540,0.046669,-561.771789,-561.769917,
o  ts_1109_reactant_2,-2938.011364,0.141328,-2937.860729,0.040796,0.040521,-2937.901524,-2937.901250,
o  ts_1110_reactant_1,-799.522766,0.172663,-799.335578,0.053447,0.051400,-799.389025,-799.386978,
o  ts_1110_reactant_2,-505.717990,0.101182,-505.607655,0.039027,0.038935,-505.646682,-505.646590,
o  ts_1111_reactant_1,-701.332635,0.141677,-701.177239,0.051413,0.049578,-701.228651,-701.226817,
o  ts_1111_reactant_2,-464.341384,0.216126,-464.113206,0.045868,0.044896,-464.159074,-464.158102,
o  ts_1112_reactant_1,-701.334893,0.141993,-701.179184,0.051854,0.049729,-701.231038,-701.228913,
o  ts_1112_reactant_2,-464.336040,0.215439,-464.109182,0.044186,0.043695,-464.153367,-464.152876,
o  ts_1113_reactant_1,-640.952004,0.103830,-640.836374,0.046641,0.045504,-640.883015,-640.881878,
o  ts_1113_reactant_2,-1302.527059,0.106492,-1302.408080,0.048650,0.046902,-1302.456730,-1302.454982,
o  ts_1115_reactant_1,-605.009841,0.122534,-604.873343,0.053230,0.050509,-604.926573,-604.923851,
o  ts_1115_reactant_2,-648.631522,0.184342,-648.435716,0.045079,0.044152,-648.480795,-648.479868,
o  ts_1116_reactant_1,-768.406444,0.286845,-768.101270,0.062029,0.058784,-768.163298,-768.160054,
o  ts_1116_reactant_2,-377.296899,0.079534,-377.208584,0.039125,0.038431,-377.247709,-377.247015,
o  ts_1117_reactant_1,-768.406896,0.286877,-768.101798,0.061629,0.058636,-768.163426,-768.160434,
o  ts_1117_reactant_2,-377.295998,0.079466,-377.207721,0.039182,0.038482,-377.246903,-377.246203,
o  ts_1118_reactant_1,-489.546331,0.086331,-489.450053,0.041666,0.040945,-489.491719,-489.490998,
o  ts_1118_reactant_2,-727.993191,0.237427,-727.741477,0.051516,0.050303,-727.792993,-727.791780,
o  ts_1119_reactant_1,-621.120995,0.116276,-620.992613,0.047504,0.046010,-621.040117,-621.038623,
o  ts_1119_reactant_2,-1230.735224,0.160061,-1230.564384,0.043044,0.042739,-1230.607428,-1230.607123,
o  ts_1120_reactant_1,-621.118917,0.115923,-620.990856,0.047360,0.046019,-621.038216,-621.036875,
o  ts_1120_reactant_2,-1230.737704,0.159794,-1230.566989,0.043576,0.043113,-1230.610565,-1230.610102,
o  ts_1122_reactant_1,-683.385212,0.166830,-683.204258,0.052942,0.050734,-683.257200,-683.254992,
o  ts_1122_reactant_2,-425.109990,0.189091,-424.911905,0.038999,0.038596,-424.950904,-424.950501,
o  ts_1123_reactant_1,-617.911813,0.266049,-617.632365,0.049321,0.048223,-617.681686,-617.680588,
o  ts_1123_reactant_2,-470.717495,0.103023,-470.603313,0.044488,0.043668,-470.647801,-470.646981,
o  ts_1124_reactant_1,-617.915032,0.266389,-617.636066,0.047093,0.046519,-617.683158,-617.682584,
o  ts_1124_reactant_2,-470.714891,0.103130,-470.601604,0.042045,0.041444,-470.643649,-470.643047,
o  ts_1125_reactant_1,-395.781642,0.115193,-395.656656,0.041575,0.040352,-395.698230,-395.697008,
o  ts_1125_reactant_2,-5453.706114,0.084303,-5453.613320,0.040221,0.039973,-5453.653541,-5453.653293,
o  ts_1127_reactant_1,-472.345419,0.074794,-472.261561,0.040434,0.039257,-472.301994,-472.300817,
o  ts_1127_reactant_2,-980.748294,0.113699,-980.622623,0.047114,0.045993,-980.669737,-980.668616,
o  ts_1128_reactant_1,-472.345387,0.074771,-472.262381,0.037544,0.037318,-472.299926,-472.299700,
o  ts_1128_reactant_2,-980.743556,0.113668,-980.618025,0.046507,0.045639,-980.664532,-980.663663,
o  ts_112_reactant_1,-357.728158,0.113124,-357.606173,0.038608,0.037808,-357.644780,-357.643981,
o  ts_112_reactant_2,-603.703932,0.071428,-603.622909,0.040558,0.040309,-603.663467,-603.663218,
o  ts_1130_reactant_1,-324.452837,0.110911,-324.333183,0.038475,0.037832,-324.371658,-324.371014,
o  ts_1130_reactant_2,-889.297389,0.206916,-889.070612,0.066457,0.062561,-889.137069,-889.133173,
o  ts_1131_reactant_1,-377.320120,0.082441,-377.228382,0.040149,0.039244,-377.268531,-377.267627,
o  ts_1131_reactant_2,-800.531577,0.259458,-800.255119,0.056936,0.055621,-800.312055,-800.310741,
o  ts_1132_reactant_1,-377.316147,0.082486,-377.224377,0.040370,0.039302,-377.264748,-377.263680,
o  ts_1132_reactant_2,-800.540081,0.259519,-800.262122,0.060375,0.058327,-800.322497,-800.320448,
o  ts_1135_reactant_1,-306.249676,0.094383,-306.147902,0.034273,0.034239,-306.182175,-306.182141,
o  ts_1135_reactant_2,-787.484218,0.296854,-787.170199,0.058875,0.056354,-787.229074,-787.226553,
o  ts_1136_reactant_1,-306.245043,0.094210,-306.143398,0.034430,0.034400,-306.177828,-306.177798,
o  ts_1136_reactant_2,-787.479909,0.296851,-787.166792,0.056201,0.054378,-787.222993,-787.221170,
o  ts_1137_reactant_1,-304.568329,0.122853,-304.437108,0.036791,0.036632,-304.473899,-304.473740,
o  ts_1137_reactant_2,-713.468451,0.313952,-713.136714,0.059077,0.056831,-713.195791,-713.193545,
o  ts_1138_reactant_1,-304.567218,0.122827,-304.436054,0.036591,0.036543,-304.472645,-304.472597,
o  ts_1138_reactant_2,-713.466839,0.313921,-713.135089,0.059484,0.057040,-713.194572,-713.192128,
o  ts_1139_reactant_1,-686.592271,0.205840,-686.371411,0.055847,0.052718,-686.427258,-686.424128,
o  ts_1139_reactant_2,-766.631936,0.094499,-766.530601,0.034285,0.034266,-766.564886,-766.564867,
o  ts_113_reactant_1,-357.711813,0.113255,-357.589974,0.037856,0.037330,-357.627830,-357.627303,
o  ts_113_reactant_2,-603.693535,0.071003,-603.612864,0.040767,0.040497,-603.653631,-603.653361,
o  ts_1140_reactant_1,-686.591960,0.205763,-686.371170,0.056245,0.052895,-686.427416,-686.424065,
o  ts_1140_reactant_2,-766.633994,0.094583,-766.532587,0.034267,0.034250,-766.566853,-766.566837,
o  ts_1142_reactant_1,-686.590348,0.205802,-686.369537,0.055935,0.052730,-686.425472,-686.422266,
o  ts_1142_reactant_2,-766.628497,0.094293,-766.527339,0.034321,0.034307,-766.561660,-766.561645,
o  ts_1143_reactant_1,-777.319416,0.222494,-777.078949,0.062143,0.058429,-777.141092,-777.137378,
o  ts_1143_reactant_2,-505.461594,0.088234,-505.365929,0.035363,0.035366,-505.401292,-505.401295,
o  ts_1144_reactant_1,-777.334340,0.222346,-777.093973,0.061761,0.058586,-777.155733,-777.152559,
o  ts_1144_reactant_2,-505.458674,0.088201,-505.363052,0.035340,0.035339,-505.398392,-505.398391,
o  ts_1145_reactant_1,-532.694778,0.114092,-532.568911,0.047348,0.045385,-532.616258,-532.614296,
o  ts_1145_reactant_2,-668.605521,0.200043,-668.391597,0.051619,0.049822,-668.443216,-668.441419,
o  ts_1146_reactant_1,-806.514785,0.291546,-806.204110,0.062246,0.059823,-806.266356,-806.263933,
o  ts_1146_reactant_2,-320.599042,0.111172,-320.480306,0.035458,0.035209,-320.515764,-320.515515,
o  ts_1147_reactant_1,-806.524202,0.292179,-806.213076,0.062491,0.059715,-806.275566,-806.272790,
o  ts_1147_reactant_2,-320.598500,0.110781,-320.479275,0.037833,0.037082,-320.517108,-320.516357,
o  ts_1148_reactant_1,-756.652972,0.158399,-756.479148,0.055949,0.053167,-756.535097,-756.532315,
o  ts_1148_reactant_2,-831.176946,0.135330,-831.033461,0.037190,0.037163,-831.070651,-831.070624,
o  ts_1149_reactant_1,-756.654531,0.158652,-756.481413,0.053158,0.051083,-756.534571,-756.532496,
o  ts_1149_reactant_2,-831.177402,0.135360,-831.033875,0.037215,0.037190,-831.071089,-831.071064,
o  ts_114_reactant_1,-437.637195,0.119017,-437.507559,0.042782,0.041817,-437.550341,-437.549376,
o  ts_114_reactant_2,-406.318537,0.095945,-406.216083,0.032989,0.032993,-406.249071,-406.249075,
o  ts_1150_reactant_1,-643.071488,0.126666,-642.930093,0.053634,0.051510,-642.983727,-642.981603,
o  ts_1150_reactant_2,-2881.450614,0.100705,-2881.341297,0.040145,0.039311,-2881.381442,-2881.380608,
o  ts_1154_reactant_1,-285.146446,0.082508,-285.056299,0.034949,0.034704,-285.091247,-285.091003,
