   GoodVibes v3.0.1 2023/07/28 12:29:42
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 --csv --output am1_solvent_dist_gs 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Caution! Implicit solvation (SMD/CPCM) detected. Enthalpic and entropic terms cannot be safely separated. Use them at your own risk!

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  ts_1043_reactant_1,0.086620,0.111033,0.208915,0.044862,0.044277,0.164053,0.164638,
o  ts_1043_reactant_2,-0.067095,0.141945,0.085948,0.045622,0.044431,0.040326,0.041517,
o  ts_1044_reactant_1,-0.042797,0.195470,0.164785,0.046644,0.045855,0.118141,0.118930,
o  ts_1044_reactant_2,-0.028731,0.131785,0.115062,0.047934,0.045959,0.067128,0.069103,
o  ts_1049_reactant_1,-0.039336,0.115859,0.086270,0.040606,0.040293,0.045663,0.045977,
o  ts_1049_reactant_2,-0.208857,0.239743,0.046206,0.054863,0.052655,-0.008657,-0.006448,
o  ts_1050_reactant_1,-0.084933,0.203460,0.130253,0.046509,0.044985,0.083744,0.085268,
o  ts_1050_reactant_2,0.012966,0.126565,0.152175,0.049112,0.047318,0.103063,0.104857,
o  ts_1051_reactant_1,-0.084344,0.203587,0.130849,0.046042,0.044730,0.084808,0.086119,
o  ts_1051_reactant_2,0.016315,0.126482,0.155446,0.049070,0.047292,0.106376,0.108154,
o  ts_1054_reactant_1,-0.141295,0.191855,0.061683,0.044592,0.043758,0.017091,0.017925,
o  ts_1054_reactant_2,0.041017,0.191511,0.243282,0.042942,0.042531,0.200340,0.200751,
o  ts_1058_reactant_1,0.164161,0.183869,0.361987,0.051575,0.050089,0.310411,0.311898,
o  ts_1058_reactant_2,0.093072,0.183190,0.285465,0.039555,0.039192,0.245910,0.246273,
o  ts_1059_reactant_1,-0.151227,0.192234,0.052051,0.044187,0.043637,0.007864,0.008414,
o  ts_1059_reactant_2,0.271829,0.128247,0.411782,0.047105,0.045412,0.364677,0.366370,
o  ts_105_reactant_1,0.045113,0.067082,0.118220,0.031200,0.031037,0.087020,0.087183,
o  ts_105_reactant_2,-0.022959,0.128650,0.117779,0.047115,0.045835,0.070665,0.071944,
o  ts_1060_reactant_1,-0.144952,0.191891,0.058187,0.045137,0.044126,0.013050,0.014061,
o  ts_1060_reactant_2,0.283387,0.128144,0.423227,0.047457,0.045659,0.375770,0.377569,
o  ts_1062_reactant_1,-0.272776,0.157018,-0.102109,0.052632,0.050125,-0.154741,-0.152234,
o  ts_1062_reactant_2,0.087406,0.110488,0.208622,0.044930,0.042991,0.163692,0.165631,
o  ts_1063_reactant_1,-0.282792,0.157029,-0.112183,0.051427,0.049528,-0.163609,-0.161711,
o  ts_1063_reactant_2,0.087719,0.110572,0.208031,0.041946,0.040794,0.166085,0.167237,
o  ts_1064_reactant_1,-0.293952,0.157178,-0.124067,0.048990,0.047724,-0.173057,-0.171791,
o  ts_1064_reactant_2,0.084508,0.110516,0.204804,0.041540,0.040724,0.163264,0.164080,
o  ts_1065_reactant_1,0.005969,0.189694,0.210207,0.052743,0.050906,0.157464,0.159300,
o  ts_1065_reactant_2,0.018986,0.172871,0.201658,0.041132,0.040747,0.160526,0.160911,
o  ts_1067_reactant_1,0.010601,0.190869,0.216518,0.054523,0.051973,0.161995,0.164545,
o  ts_1067_reactant_2,0.002975,0.172905,0.186554,0.043820,0.042594,0.142734,0.143960,
o  ts_1068_reactant_1,0.009930,0.190487,0.215511,0.054560,0.052123,0.160952,0.163388,
o  ts_1068_reactant_2,0.019896,0.173176,0.203339,0.042237,0.041484,0.161101,0.161854,
o  ts_1069_reactant_1,-0.046665,0.150816,0.113975,0.041730,0.041025,0.072244,0.072950,
o  ts_1069_reactant_2,-0.084494,0.179593,0.110019,0.055020,0.052239,0.054998,0.057779,
o  ts_106_reactant_1,0.041615,0.067117,0.114013,0.029517,0.029521,0.084496,0.084492,
o  ts_106_reactant_2,-0.036940,0.128190,0.103668,0.048491,0.046858,0.055177,0.056810,
o  ts_1070_reactant_1,-0.052439,0.150893,0.108298,0.041838,0.041104,0.066460,0.067194,
o  ts_1070_reactant_2,-0.088761,0.179375,0.105643,0.054832,0.052190,0.050811,0.053453,
o  ts_1071_reactant_1,-0.098395,0.178719,0.094664,0.052062,0.050601,0.042602,0.044063,
o  ts_1071_reactant_2,-0.050155,0.151023,0.110673,0.041624,0.041016,0.069049,0.069657,
o  ts_1072_reactant_1,-0.089693,0.179272,0.104581,0.055139,0.052334,0.049443,0.052248,
o  ts_1072_reactant_2,-0.049841,0.150824,0.110865,0.041923,0.041165,0.068942,0.069701,
o  ts_1073_reactant_1,0.089088,0.196494,0.301710,0.058623,0.055410,0.243087,0.246300,
o  ts_1073_reactant_2,-0.009639,0.105578,0.104958,0.040734,0.039149,0.064225,0.065809,
o  ts_107_reactant_1,0.176301,0.082866,0.269786,0.044245,0.042977,0.225541,0.226810,
o  ts_107_reactant_2,-0.147300,0.063465,-0.076881,0.034371,0.034344,-0.111252,-0.111225,
o  ts_1080_reactant_1,-0.009598,0.239230,0.241719,0.046509,0.045363,0.195210,0.196356,
o  ts_1080_reactant_2,0.130712,0.162971,0.306080,0.047051,0.046092,0.259028,0.259988,
o  ts_1081_reactant_1,-0.008249,0.238795,0.242090,0.045073,0.044266,0.197017,0.197824,
o  ts_1081_reactant_2,0.133327,0.162956,0.308692,0.047180,0.046158,0.261512,0.262534,
o  ts_1082_reactant_1,-0.055344,0.236377,0.196414,0.054077,0.052412,0.142337,0.144002,
o  ts_1082_reactant_2,0.044159,0.174368,0.227171,0.038524,0.038160,0.188647,0.189012,
o  ts_1083_reactant_1,-0.055675,0.236468,0.196114,0.053651,0.052171,0.142463,0.143943,
o  ts_1083_reactant_2,0.045106,0.174326,0.228092,0.038576,0.038198,0.189516,0.189894,
o  ts_1084_reactant_1,-0.076418,0.166569,0.102840,0.048522,0.046912,0.054318,0.055928,
o  ts_1084_reactant_2,-0.170447,0.189312,0.029986,0.044535,0.043532,-0.014550,-0.013546,
o  ts_1085_reactant_1,-0.070242,0.167099,0.109992,0.049687,0.047816,0.060305,0.062177,
o  ts_1085_reactant_2,-0.179581,0.189336,0.020940,0.044687,0.043771,-0.023747,-0.022831,
o  ts_1086_reactant_1,-0.108623,0.188750,0.093773,0.053880,0.050645,0.039893,0.043128,
o  ts_1086_reactant_2,0.024989,0.115548,0.151978,0.045502,0.044336,0.106476,0.107642,
o  ts_1088_reactant_1,-0.106568,0.188874,0.094910,0.048719,0.047431,0.046190,0.047479,
o  ts_1088_reactant_2,0.025652,0.115492,0.152636,0.045922,0.044522,0.106714,0.108114,
o  ts_1089_reactant_1,0.022643,0.114743,0.149025,0.046960,0.044978,0.102064,0.104046,
o  ts_1089_reactant_2,-0.097966,0.189488,0.103795,0.046961,0.046370,0.056833,0.057425,
o  ts_108_reactant_1,0.176258,0.082905,0.269782,0.044260,0.042978,0.225522,0.226804,
o  ts_108_reactant_2,-0.147656,0.063492,-0.077222,0.034337,0.034315,-0.111559,-0.111536,
o  ts_1090_reactant_1,-0.065955,0.223474,0.173906,0.056360,0.054702,0.117547,0.119204,
o  ts_1090_reactant_2,-0.150417,0.151147,0.011120,0.042811,0.041748,-0.031690,-0.030628,
o  ts_1097_reactant_1,0.182472,0.139205,0.335273,0.052142,0.049490,0.283131,0.285783,
o  ts_1097_reactant_2,-0.063958,0.226540,0.174578,0.046233,0.045298,0.128344,0.129280,
o  ts_1098_reactant_1,-0.000792,0.238227,0.249734,0.045523,0.045306,0.204212,0.204429,
o  ts_1098_reactant_2,-0.157545,0.140788,-0.006024,0.044339,0.042981,-0.050362,-0.049005,
o  ts_1099_reactant_1,-0.004695,0.238050,0.246619,0.048290,0.047381,0.198329,0.199238,
o  ts_1099_reactant_2,-0.176791,0.141041,-0.025004,0.044402,0.043162,-0.069406,-0.068166,
o  ts_10_reactant_1,0.012033,0.107831,0.126386,0.031926,0.031361,0.094461,0.095026,
o  ts_10_reactant_2,0.227803,0.072533,0.309150,0.038997,0.038450,0.270153,0.270700,
o  ts_1101_reactant_1,-0.004758,0.238039,0.246536,0.048287,0.047363,0.198249,0.199173,
o  ts_1101_reactant_2,-0.177155,0.141076,-0.025332,0.044392,0.043157,-0.069724,-0.068489,
o  ts_1108_reactant_1,0.177663,0.098858,0.287581,0.044699,0.043924,0.242882,0.243658,
o  ts_1108_reactant_2,0.119465,0.145664,0.273940,0.039902,0.039694,0.234038,0.234246,
o  ts_1109_reactant_1,0.178691,0.098828,0.289512,0.047930,0.046034,0.241582,0.243478,
o  ts_1109_reactant_2,0.117681,0.145683,0.272174,0.039896,0.039697,0.232277,0.232476,
o  ts_1110_reactant_1,-0.163438,0.176779,0.028071,0.054837,0.052194,-0.026766,-0.024123,
o  ts_1110_reactant_2,-0.237651,0.102815,-0.124869,0.041211,0.040698,-0.166081,-0.165568,
o  ts_1111_reactant_1,-0.226641,0.145052,-0.067980,0.051924,0.049647,-0.119904,-0.117627,
o  ts_1111_reactant_2,0.018932,0.220644,0.251075,0.044985,0.044024,0.206090,0.207051,
o  ts_1112_reactant_1,-0.226721,0.145153,-0.068979,0.048354,0.047272,-0.117333,-0.116251,
o  ts_1112_reactant_2,0.012261,0.220789,0.244560,0.045265,0.044087,0.199296,0.200473,
o  ts_1113_reactant_1,-0.094277,0.107026,0.024298,0.046211,0.045116,-0.021914,-0.020818,
o  ts_1113_reactant_2,-0.076992,0.109780,0.045102,0.049062,0.046846,-0.003961,-0.001744,
o  ts_1115_reactant_1,-0.013451,0.126931,0.126026,0.048589,0.047260,0.077436,0.078766,
o  ts_1115_reactant_2,-0.190707,0.189314,0.009751,0.044535,0.043677,-0.034784,-0.033925,
o  ts_1116_reactant_1,-0.189996,0.292612,0.120309,0.060596,0.057718,0.059714,0.062591,
o  ts_1116_reactant_2,0.110781,0.082656,0.202579,0.040144,0.039158,0.162435,0.163422,
o  ts_1117_reactant_1,-0.192101,0.292509,0.117335,0.058635,0.056055,0.058700,0.061279,
o  ts_1117_reactant_2,0.110812,0.082672,0.202583,0.039861,0.039069,0.162722,0.163515,
o  ts_1118_reactant_1,-0.036700,0.089731,0.062604,0.041276,0.040357,0.021328,0.022247,
o  ts_1118_reactant_2,-0.198843,0.242897,0.058909,0.053695,0.051854,0.005214,0.007055,
o  ts_1119_reactant_1,-0.035524,0.118630,0.095079,0.047210,0.045817,0.047869,0.049262,
o  ts_1119_reactant_2,0.064196,0.163627,0.237986,0.041953,0.041692,0.196033,0.196294,
o  ts_1120_reactant_1,-0.030702,0.118524,0.099727,0.046721,0.045579,0.053006,0.054147,
o  ts_1120_reactant_2,0.058288,0.163625,0.232165,0.042490,0.041970,0.189675,0.190195,
o  ts_1122_reactant_1,0.095355,0.172192,0.281206,0.051805,0.049874,0.229401,0.231331,
o  ts_1122_reactant_2,-0.014959,0.193962,0.188404,0.040362,0.039686,0.148043,0.148718,
o  ts_1123_reactant_1,0.047581,0.272298,0.332836,0.048668,0.047574,0.284168,0.285262,
o  ts_1123_reactant_2,0.103913,0.107257,0.221745,0.043382,0.042553,0.178363,0.179193,
o  ts_1124_reactant_1,0.046808,0.271828,0.331797,0.049792,0.048231,0.282005,0.283565,
o  ts_1124_reactant_2,0.103078,0.107443,0.220952,0.042997,0.042032,0.177955,0.178920,
o  ts_1127_reactant_1,-0.022954,0.077624,0.063640,0.039508,0.038892,0.024132,0.024748,
o  ts_1127_reactant_2,-0.407948,0.120014,-0.275363,0.049424,0.047575,-0.324787,-0.322938,
o  ts_1128_reactant_1,-0.018803,0.077240,0.066687,0.037598,0.037470,0.029089,0.029217,
o  ts_1128_reactant_2,-0.395208,0.119481,-0.263007,0.049812,0.047810,-0.312819,-0.310817,
o  ts_112_reactant_1,0.019273,0.113806,0.142028,0.039324,0.038108,0.102704,0.103920,
o  ts_112_reactant_2,-0.308493,0.074294,-0.224541,0.041122,0.040670,-0.265663,-0.265212,
o  ts_1131_reactant_1,0.105960,0.084987,0.199962,0.039882,0.038910,0.160080,0.161052,
o  ts_1131_reactant_2,-0.181284,0.262427,0.098989,0.060084,0.057839,0.038905,0.041150,
o  ts_1132_reactant_1,0.106671,0.085124,0.200703,0.039275,0.038678,0.161428,0.162025,
o  ts_1132_reactant_2,-0.183104,0.262926,0.099189,0.063867,0.060905,0.035322,0.038284,
o  ts_1135_reactant_1,-0.101487,0.095877,0.001737,0.034316,0.034238,-0.032579,-0.032501,
o  ts_1135_reactant_2,0.095351,0.302424,0.415499,0.061519,0.058020,0.353980,0.357479,
o  ts_1136_reactant_1,-0.098713,0.095811,0.004480,0.034507,0.034400,-0.030027,-0.029920,
o  ts_1136_reactant_2,0.093972,0.302548,0.413295,0.057642,0.055580,0.355653,0.357715,
o  ts_1137_reactant_1,0.119428,0.124225,0.252636,0.039561,0.038312,0.213075,0.214324,
o  ts_1137_reactant_2,0.170038,0.322061,0.509128,0.057772,0.055649,0.451356,0.453479,
o  ts_1138_reactant_1,0.120602,0.124377,0.253787,0.037941,0.037612,0.215846,0.216175,
o  ts_1138_reactant_2,0.167785,0.322013,0.506006,0.055432,0.053963,0.450574,0.452043,
o  ts_1139_reactant_1,0.264973,0.211601,0.491267,0.055258,0.052182,0.436009,0.439085,
o  ts_1139_reactant_2,0.067400,0.098257,0.172124,0.033668,0.033664,0.138456,0.138460,
o  ts_113_reactant_1,0.030726,0.113722,0.152254,0.035881,0.035781,0.116374,0.116473,
o  ts_113_reactant_2,-0.308493,0.074301,-0.224547,0.041103,0.040640,-0.265650,-0.265187,
o  ts_1140_reactant_1,0.264136,0.211526,0.489457,0.051621,0.049808,0.437836,0.439648,
o  ts_1140_reactant_2,0.062501,0.098357,0.167314,0.033663,0.033660,0.133651,0.133654,
o  ts_1142_reactant_1,0.264745,0.211602,0.491006,0.054757,0.051907,0.436249,0.439100,
o  ts_1142_reactant_2,0.066069,0.098239,0.170773,0.033680,0.033677,0.137094,0.137097,
o  ts_1143_reactant_1,-0.197402,0.224209,0.044809,0.062007,0.058531,-0.017197,-0.013722,
o  ts_1143_reactant_2,-0.060730,0.092499,0.038706,0.034538,0.034543,0.004169,0.004164,
o  ts_1145_reactant_1,-0.145051,0.117506,-0.016036,0.046821,0.044999,-0.062856,-0.061035,
o  ts_1145_reactant_2,0.025079,0.205465,0.243844,0.049980,0.048629,0.193864,0.195215,
o  ts_1147_reactant_1,-0.177982,0.297693,0.138288,0.062233,0.059438,0.076055,0.078850,
o  ts_1147_reactant_2,0.139983,0.112578,0.260757,0.037819,0.036851,0.222938,0.223907,
o  ts_1148_reactant_1,-0.200022,0.160849,-0.023731,0.056579,0.053525,-0.080310,-0.077256,
o  ts_1148_reactant_2,-0.019766,0.139169,0.127105,0.036446,0.036423,0.090658,0.090682,
o  ts_1149_reactant_1,-0.200577,0.160448,-0.024289,0.061299,0.055843,-0.085588,-0.080132,
o  ts_1149_reactant_2,-0.019103,0.139066,0.127709,0.036548,0.036521,0.091160,0.091188,
o  ts_114_reactant_1,0.026977,0.121988,0.158500,0.039962,0.039662,0.118538,0.118838,
o  ts_114_reactant_2,0.001531,0.100071,0.107741,0.032459,0.032464,0.075282,0.075277,
o  ts_1150_reactant_1,0.036105,0.131691,0.182167,0.055824,0.052014,0.126343,0.130154,
o  ts_1150_reactant_2,0.146598,0.103706,0.258550,0.039102,0.038631,0.219447,0.219918,
o  ts_1155_reactant_1,0.080611,0.194238,0.290111,0.056706,0.053206,0.233405,0.236905,
o  ts_1155_reactant_2,-0.004319,0.090937,0.093885,0.035731,0.035724,0.058155,0.058161,
o  ts_1156_reactant_1,0.076735,0.194924,0.286478,0.054310,0.051824,0.232168,0.234654,
o  ts_1156_reactant_2,-0.003597,0.090915,0.094589,0.035737,0.035731,0.058852,0.058858,
o  ts_1158_reactant_1,0.053924,0.194436,0.262736,0.055356,0.052166,0.207380,0.210570,
o  ts_1158_reactant_2,0.000981,0.090829,0.099104,0.035778,0.035760,0.063326,0.063344,
o  ts_115_reactant_1,0.016068,0.121431,0.148538,0.045514,0.043534,0.103023,0.105003,
o  ts_115_reactant_2,0.002736,0.100114,0.108979,0.032436,0.032441,0.076543,0.076538,
o  ts_1160_reactant_1,0.090385,0.111000,0.213502,0.047664,0.046126,0.165838,0.167376,
o  ts_1160_reactant_2,0.000986,0.179152,0.189994,0.042186,0.041769,0.147808,0.148225,
o  ts_1161_reactant_1,-0.088910,0.179707,0.105549,0.053375,0.051310,0.052174,0.054239,
o  ts_1161_reactant_2,-0.043395,0.221084,0.189288,0.046411,0.044821,0.142877,0.144467,
o  ts_1162_reactant_1,-0.054879,0.221591,0.178162,0.045419,0.044228,0.132743,0.133934,
o  ts_1162_reactant_2,0.233424,0.179640,0.425514,0.048052,0.046770,0.377461,0.378744,
o  ts_1163_reactant_1,-0.072628,0.143769,0.083658,0.048435,0.047002,0.035224,0.036657,
o  ts_1163_reactant_2,-0.076796,0.244075,0.180685,0.049584,0.048433,0.131102,0.132253,
o  ts_1164_reactant_1,-0.075847,0.143958,0.081460,0.051805,0.049015,0.029655,0.032445,
o  ts_1164_reactant_2,-0.077018,0.244213,0.180511,0.049281,0.048200,0.131230,0.132311,
o  ts_1165_reactant_1,0.054367,0.272336,0.339557,0.048326,0.047301,0.291232,0.292256,
o  ts_1165_reactant_2,0.036902,0.117532,0.164313,0.041212,0.040875,0.123102,0.123439,
o  ts_1166_reactant_1,0.053530,0.272219,0.338747,0.049895,0.048135,0.288852,0.290612,
o  ts_1166_reactant_2,0.037676,0.117249,0.164912,0.041522,0.041104,0.123390,0.123809,
o  ts_1167_reactant_1,0.034127,0.077737,0.120246,0.038029,0.037230,0.082217,0.083016,
o  ts_1167_reactant_2,-0.124261,0.320607,0.214315,0.059725,0.057568,0.154590,0.156748,
o  ts_1168_reactant_1,0.037946,0.077692,0.123964,0.037800,0.037077,0.086164,0.086886,
o  ts_1168_reactant_2,-0.123673,0.320553,0.215832,0.062365,0.059648,0.153467,0.156184,
o  ts_1170_reactant_1,-0.018170,0.201733,0.195545,0.047218,0.045769,0.148327,0.149776,
o  ts_1170_reactant_2,-0.081554,0.155102,0.086933,0.051587,0.049005,0.035346,0.037928,
o  ts_1171_reactant_1,-0.073830,0.112551,0.047381,0.037771,0.037453,0.009610,0.009928,
o  ts_1171_reactant_2,0.113867,0.229424,0.354998,0.046879,0.045857,0.308119,0.309141,
o  ts_1172_reactant_1,-0.074268,0.112740,0.046976,0.037213,0.037036,0.009763,0.009940,
o  ts_1172_reactant_2,0.114439,0.229455,0.355565,0.046671,0.045746,0.308895,0.309819,
o  ts_1173_reactant_1,-0.067554,0.178319,0.122444,0.046301,0.045004,0.076143,0.077441,
o  ts_1173_reactant_2,-0.183018,0.172823,0.002549,0.048767,0.047579,-0.046218,-0.045029,
o  ts_1174_reactant_1,-0.059424,0.178109,0.130429,0.046838,0.045215,0.083591,0.085214,
o  ts_1174_reactant_2,-0.183899,0.172808,0.001638,0.048603,0.047455,-0.046965,-0.045817,
o  ts_1176_reactant_1,-0.185282,0.173462,0.000640,0.047130,0.046758,-0.046490,-0.046118,
o  ts_1176_reactant_2,-0.044668,0.178454,0.145295,0.045333,0.044479,0.099962,0.100815,
o  ts_1181_reactant_1,0.020042,0.178962,0.208802,0.041883,0.041626,0.166919,0.167176,
o  ts_1181_reactant_2,0.156189,0.197489,0.364065,0.042067,0.041706,0.321997,0.322359,
o  ts_1185_reactant_1,-0.039466,0.211900,0.186861,0.052780,0.050949,0.134081,0.135913,
o  ts_1185_reactant_2,-0.005738,0.175749,0.177503,0.035353,0.035351,0.142150,0.142152,
o  ts_1186_reactant_1,-0.040450,0.211952,0.185938,0.053067,0.051013,0.132871,0.134925,
o  ts_1186_reactant_2,-0.003538,0.175679,0.179615,0.035303,0.035304,0.144312,0.144311,
o  ts_1190_reactant_1,-0.070107,0.163122,0.104238,0.044439,0.043341,0.059799,0.060897,
o  ts_1190_reactant_2,0.120349,0.181387,0.312797,0.045134,0.044162,0.267663,0.268635,
o  ts_1191_reactant_1,-0.060754,0.195427,0.150333,0.055712,0.053455,0.094621,0.096879,
