   GoodVibes v3.0.1 2024/01/09 09:17:07
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc water_SPE --csv --output dft_gs 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.

o  Found vibrational scaling factor of 0.975 for wB97XD/def2TZVP level of theory
   REF: I. M. Alecu, J. Zheng, Y. Zhao, and D. G. Truhlar, J. Chem. Theory Comput. 6, 2872-2887 (2010).

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  gs_111_0,-3150.480544,-3150.472677,0.191211,-3150.274091,0.055629,0.053291,-3150.329720,-3150.327382,
o  gs_112_0,-3266.977570,-3266.968602,0.238316,-3266.721984,0.060867,0.057589,-3266.782851,-3266.779573,
o  gs_113_2,-2844.187240,-2844.180566,0.105901,-2844.071826,0.042310,0.040977,-2844.114136,-2844.112802,
o  gs_114_0,-2804.865133,-2804.858403,0.078669,-2804.778591,0.037092,0.037007,-2804.815683,-2804.815598,
o  gs_115_0,-2860.258487,-2860.248210,0.096025,-2860.153274,0.040797,0.039849,-2860.194071,-2860.193122,
o  gs_116_0,-2899.566725,-2899.557011,0.123686,-2899.432191,0.045109,0.043644,-2899.477300,-2899.475834,
o  gs_117_0,-3091.304078,-3091.294284,0.176133,-3091.114421,0.052357,0.049790,-3091.166778,-3091.164211,
o  gs_118_0,-2938.872792,-2938.862930,0.151128,-2938.709619,0.047092,0.045889,-2938.756712,-2938.755509,
o  gs_119_0,-2919.429998,-2919.422574,0.111712,-2919.307955,0.043616,0.042661,-2919.351571,-2919.350616,
o  gs_120_0,-3035.922273,-3035.914006,0.158547,-3035.751271,0.049331,0.047360,-3035.800603,-3035.798631,
o  gs_12_0,-824.880011,-824.872534,0.151331,-824.716320,0.047600,0.045989,-824.763920,-824.762309,
o  gs_121_1,-540.943998,-540.936594,0.222692,-540.706815,0.052444,0.050335,-540.759259,-540.757149,
o  gs_122_0,-501.623888,-501.615997,0.195337,-501.415644,0.048671,0.047233,-501.464315,-501.462876,
o  gs_123_0,-557.016499,-557.005546,0.212703,-556.789591,0.051322,0.049637,-556.840913,-556.839228,
o  gs_124_0,-596.325324,-596.315333,0.240432,-596.069039,0.055558,0.053286,-596.124598,-596.122325,
o  gs_125_1,-788.064034,-788.053753,0.292492,-787.752833,0.063186,0.059540,-787.816019,-787.812372,
o  gs_126_0,-635.631018,-635.621694,0.267621,-635.346141,0.058685,0.056230,-635.404826,-635.402371,
o  gs_127_0,-616.185858,-616.177960,0.227911,-615.942358,0.055115,0.052846,-615.997473,-615.995204,
o  gs_128_1,-732.681995,-732.672896,0.275000,-732.389385,0.060252,0.057201,-732.449637,-732.446587,
o  gs_129_0,-961.235252,-961.226488,0.186125,-961.035087,0.051834,0.049851,-961.086921,-961.084938,
o  gs_130_0,-921.914252,-921.904941,0.158811,-921.742986,0.048332,0.046760,-921.791318,-921.789746,
o  gs_13_0,-1016.616965,-1016.609360,0.203627,-1016.398253,0.055106,0.052383,-1016.453359,-1016.450636,
o  gs_131_0,-977.306978,-977.294465,0.176301,-977.116909,0.050980,0.049203,-977.167888,-977.166112,
o  gs_132_0,-1016.616148,-1016.604598,0.203930,-1016.396752,0.055636,0.052976,-1016.452388,-1016.449728,
o  gs_133_1,-1208.354136,-1208.342515,0.256374,-1208.079654,0.062018,0.058654,-1208.141672,-1208.138308,
o  gs_134_0,-1055.922190,-1055.911945,0.231249,-1055.674143,0.058394,0.055719,-1055.732537,-1055.729862,
o  gs_135_0,-1036.475054,-1036.466594,0.191583,-1036.268377,0.054635,0.052313,-1036.323012,-1036.320690,
o  gs_136_0,-1152.972537,-1152.962901,0.238670,-1152.716704,0.060050,0.056766,-1152.776755,-1152.773470,
o  gs_137_0,-3075.239266,-3075.231352,0.185416,-3075.039427,0.053377,0.051348,-3075.092804,-3075.090775,
o  gs_138_0,-3035.918140,-3035.908746,0.158019,-3035.747349,0.050046,0.048092,-3035.797395,-3035.795441,
o  gs_139_0,-3091.311173,-3091.298538,0.175601,-3091.121501,0.052423,0.050459,-3091.173924,-3091.171960,
o  gs_140_0,-3130.620362,-3130.608691,0.203099,-3130.401474,0.057104,0.054252,-3130.458578,-3130.455725,
o  gs_14_0,-864.186160,-864.177135,0.178435,-863.993826,0.050962,0.049333,-864.044789,-864.043159,
o  gs_141_1,-3322.358230,-3322.346491,0.255882,-3322.083978,0.063385,0.059761,-3322.147362,-3322.143739,
o  gs_142_1,-3169.926568,-3169.916268,0.230741,-3169.678800,0.059462,0.056705,-3169.738262,-3169.735505,
o  gs_143_0,-3150.479172,-3150.470686,0.190989,-3150.272839,0.055904,0.053440,-3150.328744,-3150.326280,
o  gs_144_0,-3266.976940,-3266.967304,0.238064,-3266.721445,0.061478,0.057935,-3266.782923,-3266.779380,
o  gs_145_1,-732.680024,-732.671786,0.274914,-732.387529,0.059858,0.057075,-732.447387,-732.444604,
o  gs_146_0,-693.358404,-693.347929,0.247512,-693.094856,0.057288,0.054267,-693.152144,-693.149123,
o  gs_147_0,-748.752100,-748.739785,0.265145,-748.469732,0.058997,0.056213,-748.528728,-748.525944,
o  gs_148_1,-788.061007,-788.049790,0.292552,-787.749479,0.063898,0.060075,-787.813377,-787.809554,
o  gs_149_1,-979.799477,-979.787825,0.344702,-979.432998,0.071192,0.066080,-979.504190,-979.499078,
o  gs_150_1,-827.367567,-827.357486,0.320424,-827.026997,0.065710,0.062262,-827.092706,-827.089258,
o  gs_15_0,-844.740919,-844.734875,0.139331,-844.589721,0.046426,0.045117,-844.636147,-844.634838,
o  gs_151_0,-807.921150,-807.912287,0.280423,-807.622162,0.062748,0.059323,-807.684911,-807.681485,
o  gs_152_1,-924.417969,-924.407855,0.327644,-924.069733,0.067952,0.063546,-924.137684,-924.133278,
o  gs_153_0,-501.628998,-501.620283,0.195679,-501.420686,0.048850,0.046785,-501.469537,-501.467471,
o  gs_154_0,-462.306099,-462.297299,0.168084,-462.126842,0.044517,0.043532,-462.171359,-462.170375,
o  gs_155_0,-517.700032,-517.687974,0.185282,-517.502172,0.048461,0.046555,-517.550633,-517.548727,
o  gs_156_0,-557.008220,-556.997189,0.213172,-556.780937,0.052078,0.049759,-556.833014,-556.830696,
o  gs_157_0,-748.747260,-748.736162,0.265674,-748.464786,0.059066,0.055752,-748.523852,-748.520537,
o  gs_158_1,-596.313710,-596.303683,0.241256,-596.057395,0.053084,0.051413,-596.110479,-596.108808,
o  gs_159_0,-576.869404,-576.860584,0.200906,-576.654757,0.051415,0.049271,-576.706172,-576.704028,
o  gs_160_0,-693.365253,-693.355355,0.248205,-693.101380,0.055711,0.053154,-693.157092,-693.154534,
o  gs_16_0,-961.235650,-961.228497,0.186218,-961.035282,0.052690,0.050414,-961.087972,-961.085696,
o  gs_161_0,-309.895530,-309.888877,0.143038,-309.742622,0.040495,0.039759,-309.783117,-309.782382,
o  gs_162_0,-270.572668,-270.566109,0.115312,-270.448952,0.036897,0.036467,-270.485849,-270.485420,
o  gs_163_0,-325.963899,-325.953506,0.132843,-325.821385,0.039976,0.039267,-325.861361,-325.860651,
o  gs_164_0,-365.272584,-365.262219,0.160598,-365.100779,0.044025,0.042804,-365.144804,-365.143583,
o  gs_165_0,-557.009847,-556.999556,0.213002,-556.783011,0.051387,0.049197,-556.834399,-556.832208,
o  gs_166_0,-404.573856,-404.565206,0.187779,-404.373436,0.047202,0.046080,-404.420639,-404.419516,
o  gs_167_0,-385.136051,-385.130107,0.148669,-384.976685,0.042604,0.041886,-385.019289,-385.018572,
o  gs_168_0,-501.628237,-501.620714,0.195787,-501.419622,0.048490,0.047046,-501.468112,-501.466668,
o  gs_169_0,-730.185439,-730.180104,0.106330,-730.069777,0.040102,0.039308,-730.109879,-730.109084,
o  gs_170_0,-690.862453,-690.854260,0.079088,-690.775608,0.036106,0.035898,-690.811713,-690.811506,
o  gs_17_0,-2883.504557,-2883.499163,0.133144,-2883.360298,0.044925,0.043785,-2883.405224,-2883.404083,
o  gs_171_0,-746.257336,-746.248495,0.096561,-746.151716,0.039211,0.038609,-746.190927,-746.190326,
o  gs_172_0,-785.564674,-785.557118,0.124317,-785.429672,0.043979,0.042533,-785.473651,-785.472206,
o  gs_173_0,-977.301885,-977.294053,0.176297,-977.112108,0.051390,0.049110,-977.163498,-977.161218,
o  gs_174_0,-824.864699,-824.856202,0.151410,-824.701127,0.046894,0.045693,-824.748021,-824.746820,
o  gs_175_0,-805.425152,-805.417837,0.112166,-805.302691,0.042714,0.041808,-805.345405,-805.344499,
o  gs_176_0,-921.918831,-921.909811,0.159236,-921.747255,0.048117,0.046565,-921.795372,-921.793820,
o  gs_177_0,-2844.188644,-2844.183272,0.105803,-2844.073288,0.041581,0.040601,-2844.114869,-2844.113889,
o  gs_178_0,-2804.866477,-2804.858161,0.078475,-2804.780038,0.037439,0.037202,-2804.817477,-2804.817240,
o  gs_179_0,-2860.260494,-2860.251699,0.095805,-2860.155355,0.040784,0.040001,-2860.196140,-2860.195356,
o  gs_180_0,-2899.568515,-2899.560531,0.123479,-2899.434052,0.045126,0.043859,-2899.479178,-2899.477911,
o  gs_18_0,-2844.183584,-2844.174271,0.105870,-2844.068180,0.040808,0.040495,-2844.108988,-2844.108676,
o  gs_181_0,-3091.305028,-3091.297244,0.175813,-3091.115496,0.052762,0.050276,-3091.168258,-3091.165771,
o  gs_182_0,-2938.869075,-2938.860273,0.150917,-2938.705819,0.048040,0.046774,-2938.753858,-2938.752593,
o  gs_183_1,-2919.428833,-2919.421451,0.111390,-2919.306882,0.044194,0.043173,-2919.351076,-2919.350054,
o  gs_184_0,-3035.920146,-3035.913060,0.158559,-3035.748957,0.049601,0.047833,-3035.798558,-3035.796790,
o  gs_185_0,-501.629986,-501.620673,0.195491,-501.421727,0.048288,0.046787,-501.470015,-501.468514,
o  gs_186_0,-462.306745,-462.298025,0.168125,-462.127492,0.044176,0.043374,-462.171667,-462.170866,
o  gs_187_0,-517.702042,-517.691122,0.185249,-517.504128,0.048649,0.046794,-517.552777,-517.550921,
o  gs_188_1,-557.010003,-556.999815,0.212829,-556.782810,0.053345,0.050636,-556.836156,-556.833446,
o  gs_189_0,-748.747784,-748.737856,0.265343,-748.465416,0.060534,0.056699,-748.525950,-748.522115,
o  gs_190_0,-596.311048,-596.300969,0.240539,-596.055016,0.054700,0.052623,-596.109716,-596.107640,
o  gs_19_0,-2899.575359,-2899.566870,0.123087,-2899.441304,0.044730,0.043447,-2899.486034,-2899.484751,
o  gs_191_0,-576.870109,-576.861910,0.201033,-576.655321,0.051061,0.049243,-576.706382,-576.704563,
o  gs_192_0,-693.363270,-693.354321,0.248315,-693.099239,0.055886,0.053388,-693.155126,-693.152628,
o  gs_193_0,-270.576603,-270.569689,0.115209,-270.452999,0.036782,0.036491,-270.489781,-270.489490,
o  gs_194_0,-231.252283,-231.244968,0.087885,-231.157583,0.032521,0.032471,-231.190104,-231.190055,
o  gs_195_0,-286.648286,-286.636683,0.105115,-286.534908,0.036302,0.036113,-286.571211,-286.571022,
o  gs_196_0,-325.955320,-325.945047,0.133039,-325.812585,0.040532,0.039544,-325.853117,-325.852130,
o  gs_197_0,-517.693495,-517.682684,0.185453,-517.495682,0.047698,0.046113,-517.543380,-517.541795,
o  gs_198_0,-365.257575,-365.248450,0.160473,-365.085953,0.044523,0.043035,-365.130476,-365.128987,
o  gs_199_0,-345.818648,-345.812348,0.121198,-345.688289,0.038807,0.038477,-345.727096,-345.726765,
o  gs_200_0,-462.310400,-462.302748,0.168414,-462.130775,0.044873,0.043658,-462.175648,-462.174433,
o  gs_20_0,-2938.883406,-2938.875625,0.150572,-2938.720113,0.049580,0.047553,-2938.769693,-2938.767666,
o  gs_201_0,-769.502883,-769.496979,0.133790,-769.358221,0.043371,0.042564,-769.401592,-769.400786,
o  gs_202_1,-730.181069,-730.174753,0.106470,-730.065119,0.040649,0.039720,-730.105769,-730.104840,
o  gs_203_0,-785.575351,-785.564587,0.123749,-785.440839,0.043067,0.042275,-785.483906,-785.483114,
o  gs_204_1,-824.883372,-824.873636,0.151343,-824.719579,0.048322,0.046385,-824.767900,-824.765963,
o  gs_205_0,-1016.620838,-1016.611056,0.203940,-1016.401825,0.054888,0.052311,-1016.456713,-1016.454136,
o  gs_206_1,-864.189745,-864.180701,0.178541,-863.997350,0.050999,0.049297,-864.048349,-864.046647,
o  gs_207_0,-844.743713,-844.737806,0.139284,-844.592418,0.046992,0.045434,-844.639410,-844.637852,
o  gs_208_0,-961.239119,-961.232329,0.186495,-961.038630,0.052001,0.049983,-961.090631,-961.088613,
o  gs_209_0,-1189.789830,-1189.784984,0.097479,-1189.681994,0.042969,0.042114,-1189.724964,-1189.724108,
o  gs_2_0,-309.887890,-309.880978,0.142815,-309.735156,0.040506,0.039866,-309.775662,-309.775021,
o  gs_210_0,-1150.466785,-1150.458243,0.070157,-1150.387811,0.039151,0.038864,-1150.426962,-1150.426675,
o  gs_21_0,-3130.620524,-3130.612532,0.203153,-3130.402026,0.056631,0.053562,-3130.458657,-3130.455589,
o  gs_211_0,-1205.860702,-1205.852954,0.087408,-1205.763157,0.042561,0.041581,-1205.805718,-1205.804738,
o  gs_212_0,-1245.168894,-1245.161889,0.115181,-1245.041963,0.046641,0.045289,-1245.088604,-1245.087252,
o  gs_213_1,-1436.905289,-1436.898110,0.167546,-1436.723233,0.054269,0.051665,-1436.777502,-1436.774898,
o  gs_214_0,-1284.474995,-1284.466274,0.142544,-1284.319226,0.049826,0.048419,-1284.369052,-1284.367645,
o  gs_215_1,-1265.028848,-1265.023367,0.103154,-1264.914374,0.045672,0.044540,-1264.960046,-1264.958914,
o  gs_216_0,-1381.524092,-1381.517494,0.150290,-1381.360351,0.051344,0.049374,-1381.411695,-1381.409725,
o  gs_217_0,-3303.793186,-3303.788125,0.096762,-3303.685793,0.044253,0.043393,-3303.730047,-3303.729186,
o  gs_218_0,-3264.470615,-3264.461934,0.069555,-3264.392004,0.040483,0.040127,-3264.432487,-3264.432131,
o  gs_219_0,-3319.864034,-3319.855971,0.086820,-3319.766842,0.043648,0.042746,-3319.810490,-3319.809588,
o  gs_220_0,-3359.172284,-3359.164983,0.114553,-3359.045690,0.048060,0.046585,-3359.093750,-3359.092275,
o  gs_22_0,-2978.190808,-2978.181488,0.178072,-2977.998629,0.052227,0.050475,-2978.050856,-2978.049104,
o  gs_221_0,-3550.908889,-3550.901377,0.166949,-3550.727166,0.055540,0.052806,-3550.782706,-3550.779973,
o  gs_222_0,-3398.479674,-3398.470647,0.141854,-3398.324300,0.051302,0.049713,-3398.375602,-3398.374013,
o  gs_223_0,-3379.032622,-3379.026914,0.102560,-3378.918490,0.046911,0.045757,-3378.965401,-3378.964247,
o  gs_224_0,-3495.528846,-3495.521868,0.149589,-3495.365497,0.053059,0.050766,-3495.418556,-3495.416264,
o  gs_225_0,-961.237910,-961.230797,0.186155,-961.037783,0.051854,0.049873,-961.089637,-961.087655,
o  gs_226_0,-921.913725,-921.903793,0.158705,-921.742530,0.048522,0.046893,-921.791052,-921.789423,
o  gs_227_0,-977.309190,-977.299466,0.176102,-977.119292,0.051908,0.049599,-977.171200,-977.168891,
o  gs_228_0,-1016.617403,-1016.608393,0.203685,-1016.398271,0.056092,0.053288,-1016.454364,-1016.451560,
o  gs_229_0,-1208.354827,-1208.345706,0.256109,-1208.080532,0.063314,0.059262,-1208.143845,-1208.139794,
o  gs_230_0,-1055.923875,-1055.913980,0.231244,-1055.675826,0.058430,0.055865,-1055.734256,-1055.731691,
o  gs_23_0,-2958.744657,-2958.738420,0.138853,-2958.593687,0.047841,0.046352,-2958.641528,-2958.640040,
o  gs_231_0,-1036.478041,-1036.470532,0.191604,-1036.271414,0.055198,0.052530,-1036.326612,-1036.323944,
o  gs_232_0,-1152.973240,-1152.964701,0.238955,-1152.717223,0.060566,0.057046,-1152.777789,-1152.774269,
o  gs_233_0,-730.187191,-730.181763,0.106443,-730.071376,0.040420,0.039613,-730.111796,-730.110988,
o  gs_234_0,-690.861979,-690.854746,0.079196,-690.775057,0.035923,0.035842,-690.810980,-690.810899,
o  gs_235_0,-746.258389,-746.248654,0.096460,-746.152756,0.039716,0.039024,-746.192473,-746.191780,
o  gs_236_1,-785.566260,-785.557256,0.124050,-785.431398,0.044417,0.042892,-785.475815,-785.474290,
o  gs_237_0,-977.303144,-977.294037,0.176625,-977.113113,0.051434,0.049051,-977.164547,-977.162165,
o  gs_238_0,-824.868964,-824.861100,0.151635,-824.705313,0.046734,0.045480,-824.752046,-824.750793,
o  gs_239_0,-805.428662,-805.423878,0.112425,-805.306105,0.042200,0.041471,-805.348305,-805.347576,
o  gs_240_0,-921.920982,-921.914789,0.159441,-921.749305,0.048191,0.046487,-921.797496,-921.795792,
o  gs_24_0,-3075.240409,-3075.232893,0.185572,-3075.040434,0.054140,0.051702,-3075.094574,-3075.092136,
o  gs_241_0,-1189.783264,-1189.778263,0.097479,-1189.675386,0.043569,0.042216,-1189.718954,-1189.717602,
o  gs_242_0,-1150.462799,-1150.458063,0.069979,-1150.383843,0.040051,0.039304,-1150.423894,-1150.423147,
o  gs_243_0,-1205.856943,-1205.847371,0.087224,-1205.759426,0.042854,0.041948,-1205.802281,-1205.801374,
o  gs_244_0,-1245.165428,-1245.156706,0.114841,-1245.038573,0.047824,0.045947,-1245.086397,-1245.084520,
o  gs_245_1,-1436.902310,-1436.893443,0.167067,-1436.720482,0.055137,0.052240,-1436.775619,-1436.772722,
o  gs_246_0,-1284.472417,-1284.463914,0.142388,-1284.316783,0.049713,0.048370,-1284.366496,-1284.365153,
o  gs_247_0,-1265.025016,-1265.019270,0.102806,-1264.910660,0.046431,0.045085,-1264.957091,-1264.955745,
o  gs_248_0,-1381.521546,-1381.514891,0.149843,-1381.358108,0.051738,0.049648,-1381.409846,-1381.407756,
o  gs_249_0,-1610.066843,-1610.061731,0.060774,-1609.996120,0.042985,0.041893,-1610.039104,-1610.038013,
o  gs_250_0,-1570.744822,-1570.739066,0.033615,-1570.702871,0.038783,0.038498,-1570.741654,-1570.741369,
o  gs_25_0,-540.946043,-540.938951,0.222378,-540.709250,0.052198,0.050274,-540.761447,-540.759524,
o  gs_251_0,-1626.137509,-1626.128625,0.050852,-1626.076967,0.042303,0.041240,-1626.119270,-1626.118207,
o  gs_252_0,-1665.445999,-1665.437708,0.078477,-1665.356146,0.046705,0.045122,-1665.402851,-1665.401268,
o  gs_253_1,-1857.182247,-1857.174069,0.130848,-1857.037268,0.054411,0.051488,-1857.091679,-1857.088756,
o  gs_254_0,-1704.754379,-1704.746123,0.105811,-1704.635666,0.050128,0.048360,-1704.685794,-1704.684025,
o  gs_255_0,-1685.305407,-1685.299993,0.066424,-1685.227911,0.046552,0.044899,-1685.274463,-1685.272810,
o  gs_256_0,-1801.803009,-1801.797032,0.113612,-1801.676294,0.051519,0.049244,-1801.727814,-1801.725538,
o  gs_257_0,-3724.070767,-3724.065365,0.060045,-3724.000379,0.044856,0.043566,-3724.045235,-3724.043945,
o  gs_258_0,-3684.748941,-3684.743085,0.032968,-3684.707384,0.040122,0.039747,-3684.747506,-3684.747132,
o  gs_259_0,-3740.143582,-3740.132892,0.050073,-3740.083342,0.044295,0.043121,-3740.127637,-3740.126463,
o  gs_260_0,-3779.452376,-3779.442581,0.077799,-3779.362773,0.048783,0.046761,-3779.411555,-3779.409534,
o  gs_26_0,-501.623178,-501.613313,0.195054,-501.415172,0.048664,0.047303,-501.463836,-501.462474,
o  gs_261_0,-3971.188614,-3971.179074,0.130194,-3971.043936,0.055919,0.052871,-3971.099856,-3971.096808,
o  gs_262_0,-3818.759200,-3818.750803,0.105216,-3818.640841,0.051362,0.049508,-3818.692203,-3818.690349,
o  gs_263_1,-3799.310145,-3799.304612,0.065832,-3799.232996,0.047756,0.046069,-3799.280751,-3799.279065,
o  gs_264_0,-3915.808027,-3915.801857,0.112954,-3915.681725,0.052660,0.050302,-3915.734386,-3915.732027,
o  gs_265_1,-1381.518186,-1381.511434,0.149295,-1381.355143,0.051944,0.049910,-1381.407087,-1381.405053,
o  gs_266_0,-1342.194556,-1342.187098,0.122151,-1342.060382,0.048046,0.046385,-1342.108427,-1342.106767,
o  gs_267_0,-1397.590100,-1397.578718,0.139612,-1397.437116,0.050777,0.048953,-1397.487893,-1397.486069,
o  gs_268_0,-1436.898574,-1436.888242,0.167367,-1436.716182,0.055430,0.052651,-1436.771612,-1436.768833,
o  gs_269_0,-1628.635442,-1628.624920,0.219541,-1628.398087,0.063160,0.058964,-1628.461247,-1628.457051,
o  gs_270_0,-1476.205849,-1476.196577,0.194597,-1475.994799,0.058464,0.055598,-1476.053263,-1476.050398,
o  gs_27_0,-557.017209,-557.007164,0.212282,-556.790642,0.051986,0.049952,-556.842628,-556.840594,
o  gs_271_0,-1456.757516,-1456.749943,0.155023,-1456.587777,0.055286,0.052396,-1456.643063,-1456.640173,
o  gs_272_0,-1573.254922,-1573.247143,0.202343,-1573.035941,0.059613,0.056266,-1573.095554,-1573.092206,
o  gs_273_0,-1150.465884,-1150.460207,0.070424,-1150.386864,0.039373,0.038549,-1150.426237,-1150.425413,
o  gs_274_0,-1111.142188,-1111.136842,0.042738,-1111.092240,0.035659,0.035586,-1111.127899,-1111.127826,
o  gs_275_1,-1166.536267,-1166.526965,0.060002,-1166.467655,0.039749,0.038706,-1166.507404,-1166.506362,
o  gs_276_0,-1205.844536,-1205.835780,0.087797,-1205.746518,0.043873,0.042328,-1205.790391,-1205.788846,
o  gs_277_0,-1397.581287,-1397.572559,0.140129,-1397.428242,0.051172,0.048536,-1397.479414,-1397.476778,
o  gs_278_0,-1245.150469,-1245.141894,0.115151,-1245.023841,0.045952,0.044784,-1245.069793,-1245.068624,
o  gs_279_0,-1225.707657,-1225.702074,0.075804,-1225.622177,0.042110,0.041231,-1225.664287,-1225.663408,
o  gs_280_0,-1342.199688,-1342.193029,0.122780,-1342.065157,0.047616,0.045858,-1342.112773,-1342.111015,
o  gs_28_0,-596.325159,-596.315801,0.240035,-596.069201,0.056463,0.053649,-596.125664,-596.122850,
o  gs_281_0,-3303.788324,-3303.782073,0.096424,-3303.681042,0.044749,0.043938,-3303.725790,-3303.724980,
o  gs_282_0,-3264.466011,-3264.461376,0.069427,-3264.387446,0.040833,0.040425,-3264.428280,-3264.427871,
o  gs_283_0,-3319.860411,-3319.850552,0.086610,-3319.763244,0.044255,0.043226,-3319.807499,-3319.806470,
o  gs_284_0,-3359.169070,-3359.160096,0.114377,-3359.042522,0.048401,0.046803,-3359.090924,-3359.089325,
o  gs_285_0,-3550.905991,-3550.896838,0.166553,-3550.724469,0.056189,0.053242,-3550.780658,-3550.777711,
o  gs_286_0,-3398.476282,-3398.467554,0.141650,-3398.321111,0.050928,0.049528,-3398.372040,-3398.370640,
o  gs_287_1,-3379.028560,-3379.022522,0.102204,-3378.914554,0.047694,0.046240,-3378.962248,-3378.960794,
o  gs_288_0,-3495.525369,-3495.518487,0.149331,-3495.362212,0.052884,0.050675,-3495.415096,-3495.412887,
o  gs_289_0,-3724.070189,-3724.064919,0.060094,-3723.999827,0.044583,0.043324,-3724.044410,-3724.043151,
o  gs_290_0,-3684.748110,-3684.742255,0.032973,-3684.706541,0.040139,0.039787,-3684.746680,-3684.746328,
o  gs_29_0,-788.063384,-788.053919,0.292514,-787.752305,0.063355,0.059530,-787.815659,-787.811835,
o  gs_291_0,-3740.140987,-3740.131880,0.050191,-3740.080829,0.043767,0.042547,-3740.124596,-3740.123377,
o  gs_292_1,-3779.449747,-3779.441072,0.077784,-3779.360240,0.048723,0.046678,-3779.408964,-3779.406918,
o  gs_293_0,-3971.187796,-3971.178320,0.130182,-3971.043114,0.056035,0.052885,-3971.099149,-3971.095999,
o  gs_294_1,-3818.758589,-3818.750184,0.105220,-3818.640206,0.051452,0.049514,-3818.691658,-3818.689720,
o  gs_295_0,-3799.309260,-3799.303744,0.065837,-3799.232105,0.047480,0.045880,-3799.279585,-3799.277985,
o  gs_296_0,-3915.807231,-3915.801067,0.112962,-3915.680917,0.052608,0.050251,-3915.733525,-3915.731168,
o  gs_297_1,-5838.075490,-5838.069933,0.059381,-5838.005437,0.045960,0.044831,-5838.051397,-5838.050268,
o  gs_298_0,-5798.752263,-5798.746324,0.032471,-5798.710974,0.041344,0.040897,-5798.752318,-5798.751871,
o  gs_299_1,-5854.147556,-5854.136718,0.049496,-5854.087656,0.045355,0.044171,-5854.133011,-5854.131827,
o  gs_300_0,-5893.456447,-5893.446524,0.077141,-5893.367207,0.050351,0.048024,-5893.417558,-5893.415231,
