   GoodVibes v3.0.1 2023/07/26 15:26:00
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc SPE --csv --output dft_ts 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.

o  Found vibrational scaling factor of 0.975 for wB97XD/def2TZVP level of theory
   REF: I. M. Alecu, J. Zheng, Y. Zhao, and D. G. Truhlar, J. Chem. Theory Comput. 6, 2872-2887 (2010).

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  ts-150-4,-1071.843300,-1071.801118,0.358132,-1071.461622,0.072550,0.068943,-1071.534171,-1071.530565,
o  ts-151-4,-1052.414545,-1052.370008,0.317573,-1052.074636,0.070302,0.066791,-1052.144938,-1052.141427,
o  ts-15-1,-1089.243593,-1089.198232,0.177000,-1089.050825,0.055911,0.053681,-1089.106736,-1089.104506,
o  ts-152-4,-1168.912339,-1168.868989,0.364758,-1168.523199,0.074895,0.070742,-1168.598095,-1168.593941,
o  ts-153-2,-746.123138,-746.077692,0.233048,-745.873363,0.058755,0.055485,-745.932119,-745.928848,
o  ts-154-1,-706.800497,-706.754304,0.205988,-706.579553,0.054002,0.051749,-706.633555,-706.631303,
o  ts-155-4,-762.181191,-762.135459,0.224230,-761.941259,0.054991,0.053115,-761.996250,-761.994374,
o  ts-156-3,-801.487710,-801.442579,0.251533,-801.218849,0.058572,0.056524,-801.277422,-801.275373,
o  ts-157-3,-993.234955,-993.192460,0.302979,-992.911376,0.068047,0.063700,-992.979423,-992.975075,
o  ts-158-2,-840.795346,-840.750845,0.278220,-840.498039,0.063561,0.060360,-840.561600,-840.558398,
o  ts-159-2,-821.362303,-821.316269,0.238322,-821.106337,0.061079,0.057758,-821.167416,-821.164095,
o  ts-160-3,-937.860650,-937.817030,0.286092,-937.555073,0.064959,0.061385,-937.620032,-937.616458,
o  ts-161-1,-554.395624,-554.350786,0.180888,-554.201052,0.050283,0.048845,-554.251336,-554.249898,
o  ts-162-1,-515.072980,-515.025576,0.153076,-514.907648,0.047388,0.045864,-514.955035,-514.953511,
o  ts-16-2,-1205.735852,-1205.690920,0.224560,-1205.493590,0.060538,0.057660,-1205.554128,-1205.551250,
o  ts-163-1,-570.460360,-570.414731,0.171382,-570.275898,0.048411,0.047438,-570.324310,-570.323336,
o  ts-164-2,-609.766241,-609.721507,0.198905,-609.552578,0.052474,0.051190,-609.605052,-609.603768,
o  ts-165-2,-801.510531,-801.469287,0.251029,-801.241900,0.060056,0.057476,-801.301956,-801.299377,
o  ts-166-2,-649.059264,-649.012665,0.225292,-648.817717,0.056704,0.054313,-648.874421,-648.872030,
o  ts-167-1,-629.633475,-629.587214,0.185732,-629.432775,0.054577,0.052216,-629.487352,-629.484991,
o  ts-168-2,-746.128672,-746.083294,0.233285,-745.878727,0.057476,0.055203,-745.936203,-745.933930,
o  ts-169-1,-974.693193,-974.646136,0.143674,-974.535820,0.052557,0.049972,-974.588377,-974.585792,
o  ts-170-2,-935.369025,-935.321181,0.116698,-935.240495,0.046547,0.045268,-935.287043,-935.285764,
o  ts-171-1,-990.757104,-990.708948,0.134038,-990.609798,0.050727,0.048654,-990.660526,-990.658453,
o  ts-17-1,-3128.009572,-3127.964879,0.170694,-3127.823652,0.055597,0.053081,-3127.879249,-3127.876733,
o  ts-172-2,-1030.063599,-1030.016108,0.161376,-1029.887180,0.055414,0.052640,-1029.942594,-1029.939820,
o  ts-173-2,-1221.805364,-1221.759814,0.213290,-1221.574193,0.063073,0.059050,-1221.637266,-1221.633242,
o  ts-174-1,-1069.358580,-1069.312384,0.188704,-1069.153635,0.057927,0.055064,-1069.211561,-1069.208699,
o  ts-175-1,-1049.930350,-1049.884281,0.149418,-1049.766334,0.054125,0.051811,-1049.820459,-1049.818145,
o  ts-176-2,-1166.422767,-1166.376089,0.196083,-1166.209905,0.060226,0.056631,-1166.270132,-1166.266536,
o  ts-177-1,-3088.697697,-3088.650801,0.143108,-3088.540692,0.053139,0.050745,-3088.593830,-3088.591436,
o  ts-178-1,-3049.374747,-3049.328716,0.115549,-3049.246702,0.050136,0.047935,-3049.296839,-3049.294638,
o  ts-179-1,-3104.761835,-3104.713884,0.133473,-3104.614883,0.051776,0.049644,-3104.666659,-3104.664528,
o  ts-180-1,-3144.068461,-3144.021156,0.160612,-3143.892512,0.056787,0.053859,-3143.949299,-3143.946372,
o  ts-181-2,-3335.809933,-3335.764416,0.212708,-3335.579069,0.064707,0.060261,-3335.643776,-3335.639330,
o  ts-18-1,-3088.690902,-3088.646571,0.143387,-3088.533930,0.051212,0.049566,-3088.585142,-3088.583496,
o  ts-182-1,-3183.363208,-3183.317413,0.188069,-3183.158648,0.059109,0.056152,-3183.217757,-3183.214799,
o  ts-183-1,-3163.934646,-3163.887967,0.149008,-3163.771017,0.053785,0.052035,-3163.824802,-3163.823052,
o  ts-184-2,-3280.431922,-3280.388667,0.196435,-3280.218894,0.058894,0.056309,-3280.277788,-3280.275204,
o  ts-185-1,-746.133637,-746.090081,0.233541,-745.883458,0.057460,0.055287,-745.940918,-745.938745,
o  ts-186-1,-706.812695,-706.768505,0.205691,-706.591725,0.055319,0.052800,-706.647044,-706.644524,
o  ts-187-1,-762.200350,-762.156876,0.223845,-761.960349,0.056229,0.054235,-762.016578,-762.014584,
o  ts-188-1,-801.506787,-801.464248,0.251329,-801.237629,0.060120,0.057871,-801.297749,-801.295500,
o  ts-189-3,-993.249372,-993.209456,0.303363,-992.925271,0.067866,0.064072,-992.993137,-992.989342,
o  ts-190-2,-840.803697,-840.759690,0.277884,-840.506365,0.064091,0.061150,-840.570456,-840.567515,
o  ts-191-1,-821.370361,-821.324423,0.238124,-821.114291,0.061848,0.058463,-821.176139,-821.172754,
o  ts-19-1,-3144.074412,-3144.028466,0.161238,-3143.898525,0.053543,0.051483,-3143.952068,-3143.950007,
o  ts-192-5,-937.867790,-937.823505,0.285485,-937.562325,0.066417,0.062544,-937.628742,-937.624869,
o  ts-193-1,-515.079363,-515.033399,0.153663,-514.913624,0.046807,0.045535,-514.960432,-514.959159,
o  ts-194-1,-475.754024,-475.705982,0.125540,-475.617666,0.044138,0.042906,-475.661804,-475.660572,
o  ts-195-1,-531.144731,-531.097776,0.144302,-530.988969,0.044960,0.044056,-531.033929,-531.033025,
o  ts-196-1,-570.450881,-570.404737,0.171525,-570.266129,0.049370,0.048031,-570.315499,-570.314160,
o  ts-197-1,-762.195151,-762.152731,0.223726,-761.955415,0.056777,0.054247,-762.012192,-762.009662,
o  ts-198-1,-609.750704,-609.701717,0.197626,-609.537981,0.054734,0.052275,-609.592715,-609.590257,
o  ts-199-1,-590.317465,-590.270645,0.158612,-590.145590,0.050324,0.048441,-590.195914,-590.194031,
o  ts-200-1,-706.813860,-706.766361,0.205414,-706.592986,0.056678,0.053491,-706.649664,-706.646477,
o  ts-201-1,-1013.998812,-1013.952083,0.171322,-1013.812557,0.054022,0.051773,-1013.866579,-1013.864330,
o  ts-20-1,-3183.380802,-3183.335463,0.188568,-3183.175823,0.058036,0.055427,-3183.233860,-3183.231251,
o  ts-202-1,-974.686600,-974.640645,0.144206,-974.529065,0.049505,0.048301,-974.578570,-974.577366,
o  ts-203-1,-1030.067977,-1030.022946,0.162594,-1029.891326,0.050442,0.049568,-1029.941767,-1029.940894,
o  ts-204-2,-1069.374017,-1069.329721,0.189715,-1069.168502,0.054470,0.053376,-1069.222972,-1069.221878,
o  ts-205-2,-1261.117165,-1261.075972,0.241707,-1260.856737,0.062338,0.059726,-1260.919075,-1260.916462,
o  ts-206-1,-1108.664877,-1108.619817,0.216023,-1108.431320,0.059272,0.057116,-1108.490592,-1108.488437,
o  ts-207-1,-1089.239104,-1089.192920,0.176502,-1089.046598,0.056802,0.054362,-1089.103399,-1089.100959,
o  ts-208-2,-1205.731490,-1205.686060,0.223778,-1205.489765,0.061678,0.058453,-1205.551443,-1205.548218,
o  ts-209-1,-1434.294647,-1434.248267,0.134618,-1434.145419,0.053979,0.051544,-1434.199397,-1434.196962,
o  ts-210-1,-1394.973337,-1394.927531,0.107197,-1394.853016,0.050256,0.048495,-1394.903272,-1394.901511,
o  ts-211-1,-1450.358865,-1450.311039,0.124342,-1450.219987,0.053589,0.051319,-1450.273576,-1450.271306,
o  ts-212-1,-1489.665667,-1489.618669,0.151993,-1489.497544,0.057776,0.054955,-1489.555319,-1489.552498,
o  ts-21-2,-3375.122060,-3375.078849,0.240580,-3374.862217,0.065771,0.061719,-3374.927988,-3374.923937,
o  ts-213-2,-1681.408264,-1681.367559,0.205298,-1681.184503,0.063752,0.060021,-1681.248254,-1681.244524,
o  ts-214-1,-1528.962977,-1528.917419,0.179844,-1528.765951,0.059287,0.056872,-1528.825238,-1528.822823,
o  ts-215-1,-1509.531240,-1509.484545,0.139930,-1509.375624,0.056756,0.054156,-1509.432380,-1509.429780,
o  ts-216-2,-1626.024362,-1625.978739,0.186962,-1625.819649,0.061968,0.058526,-1625.881618,-1625.878175,
o  ts-217-1,-3548.298186,-3548.251841,0.134086,-3548.149249,0.055514,0.052697,-3548.204764,-3548.201947,
o  ts-218-1,-3508.977606,-3508.932005,0.106473,-3508.857703,0.051694,0.049795,-3508.909397,-3508.907498,
o  ts-219-1,-3564.362634,-3564.314936,0.123715,-3564.224041,0.055314,0.052713,-3564.279355,-3564.276754,
o  ts-220-1,-3603.669469,-3603.622640,0.151349,-3603.501705,0.059225,0.056139,-3603.560931,-3603.557844,
o  ts-221-2,-3795.412003,-3795.370746,0.204337,-3795.188818,0.064930,0.061120,-3795.253748,-3795.249938,
o  ts-222-2,-3642.967504,-3642.922258,0.178960,-3642.770958,0.060827,0.058268,-3642.831784,-3642.829225,
o  ts-22-2,-3222.677010,-3222.633064,0.215715,-3222.443593,0.060580,0.058052,-3222.504172,-3222.501645,
o  ts-223-1,-3623.535593,-3623.488882,0.139372,-3623.380281,0.058212,0.055281,-3623.438493,-3623.435562,
o  ts-224-2,-3740.028090,-3739.982814,0.186342,-3739.823726,0.063105,0.059495,-3739.886831,-3739.883221,
o  ts-225-2,-1205.736284,-1205.689462,0.222912,-1205.495086,0.062714,0.059110,-1205.557799,-1205.554195,
o  ts-226-2,-1166.421093,-1166.376125,0.196530,-1166.208192,0.057239,0.054906,-1166.265431,-1166.263097,
o  ts-227-2,-1221.803730,-1221.760186,0.214517,-1221.571957,0.058632,0.056461,-1221.630589,-1221.628419,
o  ts-228-2,-1261.113104,-1261.070344,0.241480,-1260.852522,0.063263,0.060444,-1260.915785,-1260.912966,
o  ts-229-4,-1452.854533,-1452.814449,0.293899,-1452.538737,0.070844,0.066482,-1452.609581,-1452.605219,
o  ts-2-2,-554.389590,-554.344591,0.180913,-554.195232,0.049231,0.047973,-554.244462,-554.243204,
o  ts-230-2,-1300.410651,-1300.366035,0.268405,-1300.121650,0.067042,0.063662,-1300.188693,-1300.185312,
o  ts-231-2,-1280.974676,-1280.927991,0.228296,-1280.727066,0.065492,0.061487,-1280.792558,-1280.788553,
o  ts-23-1,-3203.248212,-3203.203085,0.176352,-3203.055815,0.057261,0.054841,-3203.113076,-3203.110656,
o  ts-232-4,-1397.467464,-1397.423202,0.275858,-1397.170522,0.070043,0.065252,-1397.240565,-1397.235774,
o  ts-233-1,-974.687406,-974.640134,0.143628,-974.530185,0.051425,0.049126,-974.581610,-974.579311,
o  ts-234-1,-935.367675,-935.320976,0.116768,-935.239142,0.046332,0.045179,-935.285474,-935.284320,
o  ts-235-2,-990.753695,-990.707489,0.135176,-990.605974,0.047371,0.046631,-990.653344,-990.652605,
o  ts-236-2,-1030.056979,-1030.013141,0.162535,-1029.880290,0.051331,0.050199,-1029.931621,-1029.930489,
o  ts-237-2,-1221.798825,-1221.755915,0.214121,-1221.567557,0.059661,0.056716,-1221.627218,-1221.624273,
o  ts-238-1,-1069.360387,-1069.312334,0.188719,-1069.155531,0.057134,0.054644,-1069.212665,-1069.210175,
o  ts-239-1,-1049.926723,-1049.880102,0.149166,-1049.763142,0.053203,0.051135,-1049.816345,-1049.814277,
o  ts-240-1,-1166.422700,-1166.375944,0.196561,-1166.209713,0.058746,0.055640,-1166.268459,-1166.265353,
o  ts-241-2,-1434.284182,-1434.238237,0.134964,-1434.134789,0.052529,0.050880,-1434.187317,-1434.185669,
o  ts-242-1,-1394.970478,-1394.924783,0.107348,-1394.850020,0.049642,0.048393,-1394.899662,-1394.898412,
o  ts-24-2,-3319.740421,-3319.696354,0.223293,-3319.498980,0.062815,0.059275,-3319.561796,-3319.558256,
o  ts-243-1,-1450.350795,-1450.306192,0.125347,-1450.211436,0.051355,0.050108,-1450.262791,-1450.261544,
o  ts-244-1,-1489.658176,-1489.614152,0.152475,-1489.489885,0.055741,0.054071,-1489.545626,-1489.543957,
o  ts-245-2,-1681.400462,-1681.359399,0.204557,-1681.177211,0.063530,0.060330,-1681.240741,-1681.237542,
o  ts-246-1,-1528.952295,-1528.907871,0.179853,-1528.755418,0.058829,0.056574,-1528.814247,-1528.811992,
o  ts-247-1,-1509.518706,-1509.470312,0.139459,-1509.363336,0.057763,0.054838,-1509.421098,-1509.418174,
o  ts-248-2,-1626.016882,-1625.972855,0.187355,-1625.811945,0.060354,0.057822,-1625.872299,-1625.869767,
o  ts-249-2,-1854.571348,-1854.521445,0.097315,-1854.459371,0.055639,0.052355,-1854.515011,-1854.511726,
o  ts-250-1,-1815.253496,-1815.205530,0.070224,-1815.170145,0.051758,0.049332,-1815.221904,-1815.219477,
o  ts-251-1,-1870.635211,-1870.584638,0.087457,-1870.533420,0.054565,0.051564,-1870.587985,-1870.584985,
o  ts-252-1,-1909.942175,-1909.892176,0.114656,-1909.811362,0.059340,0.055730,-1909.870703,-1909.867092,
o  ts-25-2,-785.444995,-785.399240,0.259737,-785.166829,0.062163,0.058923,-785.228993,-785.225752,
o  ts-253-2,-2101.688645,-2101.647536,0.168242,-2101.502146,0.063143,0.059822,-2101.565289,-2101.561968,
o  ts-254-1,-1949.240983,-1949.194485,0.142615,-1949.081147,0.060522,0.057556,-1949.141669,-1949.138703,
o  ts-255-2,-1929.807817,-1929.758662,0.102896,-1929.689291,0.057804,0.054667,-1929.747095,-1929.743958,
o  ts-256-2,-2046.299683,-2046.253463,0.150131,-2046.131955,0.062083,0.058554,-2046.194038,-2046.190509,
o  ts-257-4,-3968.577849,-3968.532035,0.097492,-3968.465965,0.053296,0.051733,-3968.519261,-3968.517698,
o  ts-258-3,-3929.263242,-3929.217783,0.070363,-3929.179973,0.050510,0.048988,-3929.230483,-3929.228960,
o  ts-259-2,-3984.646285,-3984.602179,0.088061,-3984.544241,0.053125,0.051110,-3984.597366,-3984.595351,
o  ts-260-1,-4023.955033,-4023.911439,0.115563,-4023.823782,0.057164,0.054786,-4023.880946,-4023.878569,
o  ts-261-2,-4215.694097,-4215.653121,0.167794,-4215.507796,0.064442,0.060863,-4215.572238,-4215.568658,
o  ts-26-1,-746.124857,-746.080035,0.232814,-745.875241,0.058897,0.055797,-745.934138,-745.931038,
o  ts-262-1,-4063.246099,-4063.200169,0.142029,-4063.086567,0.062013,0.058756,-4063.148580,-4063.145324,
o  ts-263-2,-4043.812357,-4043.763038,0.102230,-4043.694180,0.059192,0.055844,-4043.753372,-4043.750024,
o  ts-264-2,-4160.304179,-4160.258160,0.149516,-4160.136772,0.063419,0.059690,-4160.200192,-4160.196463,
o  ts-265-1,-1626.013687,-1625.969844,0.186828,-1625.809183,0.060937,0.057974,-1625.870120,-1625.867157,
o  ts-266-3,-1586.704060,-1586.659187,0.159606,-1586.528267,0.057453,0.055075,-1586.585720,-1586.583342,
o  ts-267-2,-1642.089104,-1642.045698,0.177398,-1641.894620,0.058674,0.056527,-1641.953294,-1641.951147,
o  ts-268-2,-1681.397187,-1681.354170,0.204777,-1681.173568,0.063323,0.060404,-1681.236891,-1681.233973,
o  ts-269-5,-1873.137913,-1873.097886,0.257192,-1872.859127,0.070363,0.066215,-1872.929490,-1872.925341,
o  ts-270-1,-1720.689097,-1720.640778,0.231088,-1720.437159,0.069494,0.065008,-1720.506653,-1720.502167,
o  ts-271-3,-1701.258974,-1701.213950,0.191976,-1701.048212,0.063282,0.060426,-1701.111494,-1701.108638,
o  ts-272-2,-1817.743445,-1817.696612,0.238374,-1817.483828,0.071022,0.065862,-1817.554850,-1817.549691,
o  ts-27-2,-801.504658,-801.460466,0.250759,-801.236340,0.058999,0.056727,-801.295339,-801.293067,
o  ts-273-1,-1394.972931,-1394.926653,0.107129,-1394.852649,0.050267,0.048616,-1394.902916,-1394.901265,
o  ts-274-1,-1355.650649,-1355.604310,0.079895,-1355.559211,0.046555,0.045339,-1355.605766,-1355.604550,
o  ts-275-2,-1411.036666,-1410.990416,0.097999,-1410.926201,0.048494,0.047072,-1410.974695,-1410.973273,
o  ts-276-1,-1450.343908,-1450.299200,0.125241,-1450.204550,0.052246,0.050695,-1450.256796,-1450.255246,
o  ts-277-2,-1642.083973,-1642.041619,0.177103,-1641.889762,0.060869,0.057376,-1641.950631,-1641.947138,
o  ts-278-1,-1489.647545,-1489.601315,0.152352,-1489.479507,0.056251,0.054036,-1489.535758,-1489.533543,
o  ts-279-2,-1470.204970,-1470.156160,0.112226,-1470.078401,0.054322,0.051657,-1470.132723,-1470.130058,
o  ts-280-2,-1586.708080,-1586.663586,0.159936,-1586.532091,0.057736,0.055067,-1586.589827,-1586.587158,
o  ts-281-1,-3548.287955,-3548.242218,0.134419,-3548.138798,0.053828,0.052144,-3548.192626,-3548.190942,
o  ts-282-1,-3508.970901,-3508.926355,0.106722,-3508.850741,0.051148,0.049736,-3508.901889,-3508.900477,
o  ts-28-2,-840.813485,-840.769980,0.278159,-840.516069,0.063099,0.060346,-840.579168,-840.576415,
o  ts-283-1,-3564.354834,-3564.310742,0.124802,-3564.215737,0.052600,0.051324,-3564.268336,-3564.267061,
o  ts-284-2,-3603.662691,-3603.619026,0.151935,-3603.494606,0.057222,0.055349,-3603.551828,-3603.549955,
o  ts-285-2,-3795.404820,-3795.363994,0.203897,-3795.181903,0.064900,0.061534,-3795.246803,-3795.243437,
o  ts-286-2,-3642.955949,-3642.911484,0.179551,-3642.759246,0.060069,0.057471,-3642.819316,-3642.816717,
o  ts-287-1,-3623.521874,-3623.473440,0.138935,-3623.366742,0.059130,0.055993,-3623.425872,-3623.422736,
o  ts-288-1,-3740.020535,-3739.976755,0.186737,-3739.815908,0.061598,0.058989,-3739.877506,-3739.874897,
o  ts-289-1,-3968.574776,-3968.524764,0.096595,-3968.463191,0.056962,0.053560,-3968.520153,-3968.516752,
o  ts-290-1,-3929.256525,-3929.209079,0.069507,-3929.173600,0.052940,0.050449,-3929.226541,-3929.224049,
o  ts-291-2,-3984.638608,-3984.588016,0.086698,-3984.537239,0.055986,0.052803,-3984.593224,-3984.590042,
o  ts-292-2,-4023.945792,-4023.895636,0.114120,-4023.815232,0.060496,0.056781,-4023.875728,-4023.872013,
o  ts-293-2,-4215.693038,-4215.652129,0.167714,-4215.506762,0.064533,0.061004,-4215.571295,-4215.567766,
o  ts-294-1,-4063.244540,-4063.198729,0.142087,-4063.084978,0.061640,0.058516,-4063.146618,-4063.143494,
o  ts-29-4,-1032.557659,-1032.516875,0.330552,-1032.205035,0.070089,0.066257,-1032.275125,-1032.271292,
o  ts-295-2,-4043.810910,-4043.762045,0.102231,-4043.692750,0.058863,0.055721,-4043.751613,-4043.748471,
o  ts-296-2,-4160.301755,-4160.255501,0.149360,-4160.134485,0.063515,0.059765,-4160.198000,-4160.194250,
o  ts-297-1,-6082.581092,-6082.536200,0.096867,-6082.469486,0.054900,0.053051,-6082.524386,-6082.522537,
