   GoodVibes v3.0.1 2024/01/08 11:44:06
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc SPE --csv --output dft_dist_gs 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.

o  Found vibrational scaling factor of 0.975 for wB97XD/def2TZVP level of theory
   REF: I. M. Alecu, J. Zheng, Y. Zhao, and D. G. Truhlar, J. Chem. Theory Comput. 6, 2872-2887 (2010).

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  ts_136_dft_reopt3_reactant_2,-495.812975,-495.720279,0.117277,-495.685370,0.043156,0.042039,-495.728526,-495.727409,
o  ts_137_dft_reopt9_reactant_1,-3075.208063,-3075.199640,0.184708,-3075.009375,0.051823,0.050193,-3075.061198,-3075.059568,
o  ts_137_dft_reopt9_reactant_2,-495.815328,-495.721968,0.117312,-495.687730,0.042784,0.041852,-495.730514,-495.729581,
o  ts_138_dft_reopt_reactant_1,-3035.886981,-3035.877014,0.157956,-3035.716753,0.048012,0.046709,-3035.764765,-3035.763462,
o  ts_138_dft_reopt_reactant_2,-495.813990,-495.719954,0.117181,-495.686418,0.043255,0.042072,-495.729674,-495.728491,
o  ts_139_dft_reopt10_reactant_1,-3091.266443,-3091.253941,0.174883,-3091.078009,0.050444,0.049176,-3091.128452,-3091.127185,
o  ts_139_dft_reopt10_reactant_2,-495.811438,-495.717138,0.117126,-495.683875,0.043691,0.042238,-495.727567,-495.726113,
o  ts_13_dft_reopt9_reactant_1,-1016.573821,-1016.561679,0.203031,-1016.356188,0.052486,0.050978,-1016.408674,-1016.407166,
o  ts_13_dft_reopt9_reactant_2,-495.809156,-495.715990,0.117140,-495.682415,0.041255,0.040512,-495.723670,-495.722927,
o  ts_140_dft_reopt9_reactant_1,-3130.576206,-3130.564743,0.202508,-3130.358477,0.054419,0.052832,-3130.412896,-3130.411309,
o  ts_140_dft_reopt9_reactant_2,-495.811483,-495.717305,0.117260,-495.683871,0.043173,0.042023,-495.727044,-495.725894,
o  ts_141_dft_reopt2_reactant_1,-3322.316816,-3322.304897,0.254613,-3322.043999,0.062966,0.059474,-3322.106964,-3322.103472,
o  ts_141_dft_reopt2_reactant_2,-495.812379,-495.718107,0.117166,-495.684789,0.043698,0.042217,-495.728487,-495.727006,
o  ts_142_dft_reopt9_reactant_1,-3169.877376,-3169.866529,0.230192,-3169.631077,0.055565,0.054229,-3169.686643,-3169.685306,
o  ts_142_dft_reopt9_reactant_2,-495.810000,-495.715417,0.117211,-495.682468,0.042952,0.041937,-495.725420,-495.724405,
o  ts_143_dft_reopt9_reactant_1,-3150.445302,-3150.436795,0.190291,-3150.240118,0.053989,0.052329,-3150.294107,-3150.292447,
o  ts_143_dft_reopt9_reactant_2,-495.814640,-495.721188,0.117267,-495.687052,0.042950,0.041940,-495.730003,-495.728992,
o  ts_144_dft_reopt3_reactant_1,-3266.936531,-3266.925598,0.236729,-3266.683330,0.058618,0.055833,-3266.741949,-3266.739164,
o  ts_144_dft_reopt3_reactant_2,-495.813279,-495.720601,0.117283,-495.685665,0.043169,0.042046,-495.728833,-495.727711,
o  ts_145_dft_reopt_reactant_1,-732.640790,-732.630816,0.274157,-732.350364,0.056040,0.054161,-732.406404,-732.404524,
o  ts_145_dft_reopt_reactant_2,-495.811320,-495.718360,0.117369,-495.683677,0.042910,0.041883,-495.726587,-495.725560,
o  ts_146_dft_reopt10_reactant_1,-693.322646,-693.311865,0.247316,-693.059717,0.055283,0.053042,-693.114999,-693.112758,
o  ts_146_dft_reopt10_reactant_2,-495.813210,-495.719141,0.117110,-495.685671,0.043492,0.042164,-495.729163,-495.727834,
o  ts_147_dft_reopt3_reactant_1,-748.706169,-748.693495,0.264518,-748.425863,0.054860,0.053088,-748.480723,-748.478952,
o  ts_147_dft_reopt3_reactant_2,-495.809628,-495.716468,0.117334,-495.682001,0.043082,0.041967,-495.725083,-495.723969,
o  ts_148_dft_reopt4_reactant_1,-788.013508,-788.001607,0.291788,-787.704253,0.058656,0.056628,-787.762909,-787.760881,
o  ts_148_dft_reopt4_reactant_2,-495.808884,-495.715669,0.117312,-495.681270,0.043180,0.042016,-495.724450,-495.723286,
o  ts_149_dft_reopt4_reactant_1,-979.744518,-979.729676,0.343645,-979.379458,0.069803,0.065179,-979.449261,-979.444637,
o  ts_149_dft_reopt4_reactant_2,-495.807443,-495.712805,0.117035,-495.679997,0.043558,0.042166,-495.723555,-495.722164,
o  ts_14_dft_reopt3_reactant_1,-864.141390,-864.135538,0.178515,-863.950014,0.047236,0.046646,-863.997251,-863.996660,
o  ts_14_dft_reopt3_reactant_2,-495.811617,-495.718891,0.117204,-495.683999,0.043779,0.042340,-495.727778,-495.726339,
o  ts_150_dft_reopt3_reactant_1,-827.314252,-827.303438,0.319474,-826.975441,0.062618,0.060157,-827.038060,-827.035598,
o  ts_150_dft_reopt3_reactant_2,-495.803129,-495.709045,0.117007,-495.676593,0.040862,0.040310,-495.717455,-495.716903,
o  ts_151_dft_reopt3_reactant_1,-807.885394,-807.874344,0.279319,-807.587870,0.061525,0.058494,-807.649396,-807.646364,
o  ts_151_dft_reopt3_reactant_2,-495.813076,-495.719499,0.117272,-495.685493,0.042911,0.041909,-495.728404,-495.727402,
o  ts_152_dft_reopt6_reactant_1,-924.376126,-924.362822,0.326003,-924.029450,0.069776,0.064365,-924.099227,-924.093816,
o  ts_152_dft_reopt6_reactant_2,-495.811931,-495.718976,0.117310,-495.684301,0.043108,0.042005,-495.727408,-495.726306,
o  ts_153_dft_reopt_reactant_1,-501.588464,-501.579124,0.195241,-501.380964,0.047024,0.045698,-501.427988,-501.426661,
o  ts_153_dft_reopt_reactant_2,-495.810196,-495.715768,0.117025,-495.682755,0.043426,0.042130,-495.726182,-495.724885,
o  ts_154_dft_reopt3_reactant_1,-462.269528,-462.259825,0.167867,-462.090884,0.043414,0.042573,-462.134298,-462.133457,
o  ts_154_dft_reopt3_reactant_2,-495.812180,-495.718033,0.117196,-495.684624,0.043067,0.041998,-495.727692,-495.726623,
o  ts_155_dft_reopt_reactant_1,-517.654015,-517.642145,0.184958,-517.457005,0.046057,0.045096,-517.503062,-517.502101,
o  ts_155_dft_reopt_reactant_2,-495.810111,-495.715716,0.117270,-495.682515,0.043022,0.041956,-495.725537,-495.724470,
o  ts_156_dft_reopt9_reactant_1,-556.960011,-556.949202,0.212399,-556.733927,0.050010,0.048702,-556.783937,-556.782629,
o  ts_156_dft_reopt9_reactant_2,-495.809344,-495.714869,0.117255,-495.681753,0.043101,0.041982,-495.724854,-495.723735,
o  ts_157_dft_reopt3_reactant_1,-748.703090,-748.691469,0.264509,-748.421876,0.058835,0.055654,-748.480711,-748.477530,
o  ts_157_dft_reopt3_reactant_2,-495.810824,-495.716348,0.117143,-495.683255,0.043679,0.042211,-495.726934,-495.725466,
o  ts_158_dft_reopt9_reactant_1,-596.264259,-596.254017,0.240256,-596.009253,0.054037,0.051408,-596.063290,-596.060661,
o  ts_158_dft_reopt9_reactant_2,-495.809501,-495.715997,0.117207,-495.681851,0.043769,0.042362,-495.725620,-495.724213,
o  ts_159_dft_reopt9_reactant_1,-576.826805,-576.818062,0.200558,-576.613038,0.049026,0.047797,-576.662064,-576.660835,
o  ts_159_dft_reopt9_reactant_2,-495.810958,-495.716704,0.117154,-495.683438,0.043120,0.042013,-495.726559,-495.725451,
o  ts_15_dft_reopt_reactant_1,-844.714353,-844.708412,0.138497,-844.565016,0.043200,0.042835,-844.608217,-844.607851,
o  ts_15_dft_reopt_reactant_2,-495.816366,-495.723283,0.117266,-495.688802,0.042808,0.041872,-495.731610,-495.730674,
o  ts_160_dft_reopt10_reactant_1,-693.328183,-693.318273,0.248103,-693.064808,0.055198,0.052635,-693.120007,-693.117444,
o  ts_160_dft_reopt10_reactant_2,-495.812869,-495.719706,0.117287,-495.685128,0.043942,0.042420,-495.729070,-495.727548,
o  ts_161_dft_reopt3_reactant_1,-309.865880,-309.858477,0.141917,-309.714139,0.040810,0.039681,-309.754949,-309.753820,
o  ts_161_dft_reopt3_reactant_2,-495.814227,-495.721382,0.117427,-495.686468,0.043174,0.042046,-495.729643,-495.728514,
o  ts_162_dft_reopt_reactant_1,-270.547424,-270.540067,0.114666,-270.424670,0.035834,0.035671,-270.460504,-270.460341,
o  ts_162_dft_reopt_reactant_2,-495.814625,-495.721906,0.117416,-495.686886,0.043111,0.042018,-495.729998,-495.728904,
o  ts_163_dft_reopt2_reactant_1,-325.927637,-325.918143,0.132441,-325.786185,0.037823,0.037749,-325.824007,-325.823933,
o  ts_163_dft_reopt2_reactant_2,-495.813254,-495.719518,0.117180,-495.685688,0.043243,0.042069,-495.728931,-495.727757,
o  ts_164_dft_reopt3_reactant_1,-365.231471,-365.223079,0.159829,-365.061147,0.041291,0.041179,-365.102438,-365.102326,
o  ts_164_dft_reopt3_reactant_2,-495.810178,-495.717194,0.117149,-495.682552,0.044210,0.042570,-495.726762,-495.725121,
o  ts_165_dft_reopt4_reactant_1,-556.974196,-556.964069,0.211853,-556.748820,0.049589,0.048368,-556.798408,-556.797187,
o  ts_165_dft_reopt4_reactant_2,-495.813933,-495.720269,0.117090,-495.686354,0.043974,0.042394,-495.730328,-495.728748,
o  ts_166_dft_reopt3_reactant_1,-404.540467,-404.532841,0.187582,-404.341167,0.044102,0.043724,-404.385269,-404.384891,
o  ts_166_dft_reopt3_reactant_2,-495.812759,-495.720244,0.117432,-495.685090,0.042650,0.041780,-495.727741,-495.726871,
o  ts_167_dft_reopt2_reactant_1,-385.105679,-385.099707,0.147666,-384.947569,0.041647,0.041301,-384.989216,-384.988870,
o  ts_167_dft_reopt2_reactant_2,-495.815296,-495.721915,0.117247,-495.687732,0.042841,0.041916,-495.730573,-495.729648,
o  ts_168_dft_reopt3_reactant_1,-501.603028,-501.594025,0.194829,-501.395544,0.047916,0.046624,-501.443461,-501.442168,
o  ts_168_dft_reopt3_reactant_2,-495.815155,-495.722735,0.117455,-495.687447,0.042678,0.041817,-495.730124,-495.729264,
o  ts_169_dft_reopt_reactant_1,-730.167085,-730.161206,0.105709,-730.052981,0.037493,0.037310,-730.090474,-730.090291,
o  ts_169_dft_reopt_reactant_2,-495.815733,-495.723582,0.117393,-495.688082,0.042708,0.041823,-495.730790,-495.729905,
o  ts_16_dft_reopt5_reactant_1,-961.205581,-961.197417,0.185145,-961.006390,0.052750,0.050195,-961.059140,-961.056585,
o  ts_16_dft_reopt5_reactant_2,-495.815192,-495.722817,0.117442,-495.687518,0.042602,0.041758,-495.730120,-495.729275,
o  ts_170_dft_reopt_reactant_1,-690.842739,-690.836987,0.078261,-690.756547,0.037896,0.036679,-690.794443,-690.793226,
o  ts_170_dft_reopt_reactant_2,-495.816629,-495.724586,0.117400,-495.688973,0.042674,0.041821,-495.731647,-495.730793,
o  ts_171_dft_reopt2_reactant_1,-746.234002,-746.225116,0.095950,-746.129203,0.038765,0.038216,-746.167968,-746.167419,
o  ts_171_dft_reopt2_reactant_2,-495.815562,-495.723100,0.117514,-495.687811,0.042677,0.041778,-495.730488,-495.729590,
o  ts_172_dft_reopt3_reactant_1,-785.526184,-785.515963,0.123621,-785.392408,0.041415,0.041226,-785.433823,-785.433634,
o  ts_172_dft_reopt3_reactant_2,-495.810597,-495.717631,0.117115,-495.683894,0.041153,0.040476,-495.725047,-495.724370,
o  ts_173_dft_reopt_reactant_1,-977.266541,-977.254890,0.175381,-977.077944,0.049660,0.048313,-977.127604,-977.126257,
o  ts_173_dft_reopt_reactant_2,-495.815062,-495.721311,0.117028,-495.687447,0.045966,0.043355,-495.733413,-495.730803,
o  ts_174_dft_reopt2_reactant_1,-824.835620,-824.828966,0.150777,-824.673141,0.045304,0.044419,-824.718445,-824.717560,
o  ts_174_dft_reopt2_reactant_2,-495.813786,-495.721410,0.117392,-495.686134,0.042732,0.041837,-495.728866,-495.727971,
o  ts_175_dft_reopt_reactant_1,-805.402956,-805.395975,0.111373,-805.281489,0.041714,0.041295,-805.323204,-805.322784,
o  ts_175_dft_reopt_reactant_2,-495.815956,-495.723466,0.117460,-495.688173,0.043219,0.042052,-495.731391,-495.730224,
o  ts_176_dft_reopt3_reactant_1,-921.897540,-921.889715,0.158180,-921.727845,0.045863,0.044693,-921.773708,-921.772538,
o  ts_176_dft_reopt3_reactant_2,-495.816503,-495.724306,0.117420,-495.688818,0.042714,0.041843,-495.731532,-495.730661,
o  ts_177_dft_reopt2_reactant_1,-2844.172638,-2844.166767,0.105299,-2844.057947,0.040599,0.040160,-2844.098546,-2844.098106,
o  ts_177_dft_reopt2_reactant_2,-495.817245,-495.724964,0.117533,-495.689486,0.042580,0.041742,-495.732066,-495.731229,
o  ts_178_dft_reopt2_reactant_1,-2804.848574,-2804.842753,0.077850,-2804.762713,0.037547,0.037303,-2804.800260,-2804.800016,
o  ts_178_dft_reopt2_reactant_2,-495.818046,-495.725796,0.117529,-495.690280,0.042612,0.041770,-495.732892,-495.732049,
o  ts_179_dft_reopt2_reactant_1,-2860.237096,-2860.228203,0.095509,-2860.132514,0.040491,0.039587,-2860.173005,-2860.172101,
o  ts_179_dft_reopt2_reactant_2,-495.814777,-495.722534,0.117381,-495.687133,0.042759,0.041840,-495.729892,-495.728973,
o  ts_17_dft_reopt5_reactant_1,-2883.472276,-2883.462015,0.133126,-2883.328512,0.043206,0.042630,-2883.371718,-2883.371142,
o  ts_17_dft_reopt5_reactant_2,-495.813035,-495.719885,0.117288,-495.686200,0.041027,0.040385,-495.727227,-495.726585,
o  ts_180_dft_reopt3_reactant_1,-2899.531563,-2899.521308,0.123164,-2899.398066,0.042553,0.042334,-2899.440619,-2899.440400,
o  ts_180_dft_reopt3_reactant_2,-495.811055,-495.718143,0.117130,-495.684346,0.041110,0.040458,-495.725456,-495.724804,
o  ts_181_dft_reopt_reactant_1,-3091.271471,-3091.259780,0.174954,-3091.083091,0.050942,0.049383,-3091.134033,-3091.132474,
o  ts_181_dft_reopt_reactant_2,-495.815366,-495.721611,0.117043,-495.688683,0.041423,0.040547,-495.730106,-495.729230,
o  ts_182_dft_reopt2_reactant_1,-2938.839970,-2938.833244,0.150435,-2938.677687,0.046301,0.045371,-2938.723987,-2938.723058,
o  ts_182_dft_reopt2_reactant_2,-495.814058,-495.721711,0.117388,-495.686404,0.042752,0.041850,-495.729156,-495.728254,
o  ts_183_dft_reopt2_reactant_1,-2919.407865,-2919.400837,0.110868,-2919.286670,0.043100,0.042525,-2919.329770,-2919.329195,
o  ts_183_dft_reopt2_reactant_2,-495.816286,-495.723850,0.117510,-495.688484,0.042994,0.041946,-495.731478,-495.730430,
o  ts_184_dft_reopt4_reactant_1,-3035.901811,-3035.893851,0.157576,-3035.732449,0.047401,0.045888,-3035.779849,-3035.778337,
o  ts_184_dft_reopt4_reactant_2,-495.816812,-495.724659,0.117422,-495.689125,0.042713,0.041844,-495.731838,-495.730969,
o  ts_185_dft_reopt4_reactant_1,-501.609067,-501.600579,0.194539,-501.401837,0.048247,0.046860,-501.450085,-501.448698,
o  ts_185_dft_reopt4_reactant_2,-495.814633,-495.722233,0.117405,-495.686965,0.042753,0.041839,-495.729718,-495.728805,
o  ts_186_dft_reopt2_reactant_1,-462.286794,-462.278802,0.167389,-462.108245,0.044272,0.043436,-462.152517,-462.151680,
