   GoodVibes v3.0.1 2023/07/26 16:01:31
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc SPE --csv --output am1_gs 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  gs-130-0,-0.009942,-0.006661,0.165889,0.168146,0.048203,0.046442,0.119943,0.121704,
o  gs-13-0,-0.022037,-0.018521,0.211467,0.204439,0.056133,0.052817,0.148306,0.151621,
o  gs-131-1,-0.023233,-0.019032,0.183220,0.173616,0.051374,0.049242,0.122243,0.124374,
o  gs-132-1,-0.017294,-0.013621,0.210949,0.208970,0.056121,0.053137,0.152850,0.155833,
o  gs-133-0,0.033922,0.037595,0.266991,0.318900,0.063921,0.059436,0.254979,0.259464,
o  gs-134-1,-0.006458,-0.002956,0.238694,0.249092,0.060252,0.056455,0.188840,0.192637,
o  gs-135-0,-0.090035,-0.086991,0.199483,0.124280,0.054647,0.052189,0.069633,0.072091,
o  gs-136-0,0.035737,0.038700,0.249629,0.302086,0.060119,0.056516,0.241968,0.245570,
o  gs-137-0,-0.001082,0.001656,0.192962,0.206043,0.053503,0.051091,0.152541,0.154952,
o  gs-138-0,0.009899,0.012564,0.164940,0.187459,0.049824,0.047905,0.137635,0.139554,
o  gs-139-0,-0.004476,-0.000027,0.182504,0.191881,0.052254,0.050235,0.139627,0.141646,
o  gs-140-1,0.001551,0.005408,0.210240,0.227329,0.057007,0.054099,0.170322,0.173230,
o  gs-14-0,-0.061729,-0.058396,0.183101,0.135264,0.051881,0.049609,0.083383,0.085655,
o  gs-141-1,0.052666,0.056557,0.266280,0.337157,0.064693,0.060290,0.272464,0.276867,
o  gs-142-0,0.012569,0.016235,0.238032,0.267615,0.060391,0.057109,0.207223,0.210506,
o  gs-143-0,-0.071435,-0.068163,0.198776,0.142393,0.055581,0.053171,0.086812,0.089221,
o  gs-144-0,0.053714,0.057361,0.248895,0.319569,0.061090,0.057453,0.258478,0.262115,
o  gs-145-1,0.033490,0.036424,0.286522,0.337292,0.060060,0.056805,0.277232,0.280487,
o  gs-146-0,0.043318,0.046258,0.258832,0.317685,0.055488,0.053107,0.262198,0.264578,
o  gs-147-0,0.028797,0.033242,0.276182,0.321904,0.058669,0.055798,0.263235,0.266106,
o  gs-148-0,0.034909,0.038775,0.303896,0.357420,0.063309,0.059599,0.294111,0.297820,
o  gs-149-1,0.085508,0.089685,0.359892,0.466725,0.071195,0.065793,0.395529,0.400932,
o  gs-150-0,0.046022,0.049667,0.331644,0.397790,0.066857,0.062696,0.330933,0.335094,
o  gs-15-0,-0.145551,-0.142757,0.143825,0.010223,0.047467,0.045730,-0.037244,-0.035506,
o  gs-151-1,-0.038559,-0.034997,0.292319,0.271970,0.062370,0.058915,0.209601,0.213055,
o  gs-152-0,0.088892,0.092147,0.342453,0.451450,0.067585,0.063008,0.383865,0.388442,
o  gs-153-0,-0.011488,-0.008577,0.202833,0.204181,0.050110,0.047546,0.154071,0.156635,
o  gs-154-0,-0.002986,0.000108,0.174989,0.183206,0.045423,0.043914,0.137783,0.139292,
o  gs-155-0,-0.016596,-0.011914,0.192498,0.188344,0.048855,0.046589,0.139489,0.141755,
o  gs-156-0,-0.010565,-0.006377,0.220214,0.223760,0.053138,0.050306,0.170622,0.173454,
o  gs-157-0,0.040198,0.044384,0.276207,0.333234,0.061056,0.056647,0.272178,0.276587,
o  gs-158-0,0.000831,0.004526,0.248009,0.264449,0.056612,0.053405,0.207837,0.211044,
o  gs-159-1,-0.084539,-0.081441,0.208717,0.137842,0.051983,0.049555,0.085859,0.088287,
o  gs-160-0,0.043055,0.046143,0.258883,0.317477,0.057494,0.053902,0.259982,0.263574,
o  gs-16-0,-0.019771,-0.016787,0.193967,0.188038,0.052725,0.050151,0.135313,0.137887,
o  gs-161-0,-0.065318,-0.062835,0.147312,0.091873,0.041528,0.040076,0.050345,0.051796,
o  gs-162-0,-0.055793,-0.053372,0.119157,0.071875,0.038480,0.037012,0.033395,0.034863,
o  gs-163-0,-0.069490,-0.065368,0.136560,0.076859,0.041029,0.039636,0.035830,0.037223,
o  gs-164-0,-0.063644,-0.060047,0.164662,0.112250,0.045079,0.043159,0.067171,0.069091,
o  gs-165-1,-0.012882,-0.009167,0.220700,0.221706,0.052787,0.049796,0.168919,0.171911,
o  gs-166-1,-0.051842,-0.048504,0.191887,0.153110,0.050538,0.047461,0.102572,0.105649,
o  gs-167-0,-0.139719,-0.137258,0.152751,0.024001,0.044574,0.042803,-0.020573,-0.018802,
o  gs-168-0,-0.009669,-0.007062,0.202959,0.206088,0.049677,0.047295,0.156411,0.158794,
o  gs-169-0,-0.065448,-0.063377,0.109972,0.052938,0.038760,0.037767,0.014179,0.015171,
o  gs-170-0,-0.053448,-0.050272,0.081834,0.035451,0.035214,0.034588,0.000237,0.000863,
o  gs-17-0,-0.056426,-0.053827,0.137436,0.092223,0.046043,0.044509,0.046180,0.047715,
o  gs-171-0,-0.069362,-0.065968,0.099345,0.039163,0.042105,0.039737,-0.002942,-0.000574,
o  gs-172-0,-0.063103,-0.060246,0.127036,0.074812,0.046739,0.043713,0.028073,0.031099,
o  gs-173-0,-0.011673,-0.008619,0.183110,0.184966,0.054227,0.050178,0.130739,0.134788,
o  gs-174-0,-0.050988,-0.047394,0.154900,0.116261,0.048770,0.046438,0.067491,0.069823,
o  gs-175-0,-0.136134,-0.132877,0.115529,-0.010153,0.046010,0.043256,-0.056163,-0.053409,
o  gs-176-0,-0.008912,-0.006005,0.165701,0.169101,0.049731,0.047015,0.119370,0.122086,
o  gs-177-0,-0.046477,-0.043908,0.109315,0.072329,0.042316,0.040825,0.030013,0.031504,
o  gs-178-0,-0.034346,-0.030925,0.081204,0.054967,0.038920,0.037712,0.016047,0.017255,
o  gs-179-1,-0.049725,-0.045989,0.098597,0.058222,0.042172,0.040497,0.016050,0.017725,
o  gs-180-0,-0.043425,-0.040273,0.126308,0.093938,0.046619,0.044385,0.047319,0.049553,
o  gs-18-0,-0.046622,-0.044754,0.109509,0.072349,0.041271,0.040491,0.031078,0.031858,
o  gs-181-0,0.007769,0.011296,0.182335,0.203870,0.054793,0.051072,0.149077,0.152798,
o  gs-182-0,-0.032215,-0.028320,0.154087,0.134488,0.050180,0.047730,0.084308,0.086758,
o  gs-183-0,-0.117731,-0.113648,0.114915,0.007751,0.045037,0.043462,-0.037286,-0.035711,
o  gs-184-0,0.008997,0.012517,0.164900,0.186486,0.051092,0.048245,0.135394,0.138241,
o  gs-185-0,-0.010948,-0.008087,0.202969,0.204725,0.048773,0.047005,0.155952,0.157720,
o  gs-186-0,-0.000229,0.002692,0.175048,0.185941,0.044898,0.043566,0.141043,0.142375,
o  gs-187-0,-0.016859,-0.012699,0.192421,0.188016,0.048422,0.046468,0.139594,0.141548,
o  gs-188-0,-0.010541,-0.007022,0.220108,0.223745,0.053441,0.050493,0.170304,0.173253,
o  gs-189-0,0.040222,0.043866,0.276136,0.333221,0.061248,0.056841,0.271973,0.276380,
o  gs-190-0,0.001440,0.005115,0.247779,0.264969,0.057078,0.053764,0.207890,0.211205,
o  gs-19-0,-0.060033,-0.055888,0.126999,0.077844,0.044708,0.043515,0.033137,0.034329,
o  gs-191-0,-0.084503,-0.081527,0.208782,0.137840,0.050892,0.049085,0.086948,0.088755,
o  gs-192-0,0.044293,0.047321,0.258681,0.318611,0.057462,0.054059,0.261149,0.264552,
o  gs-193-0,-0.057748,-0.055244,0.119001,0.069760,0.037900,0.036969,0.031860,0.032791,
o  gs-194-0,-0.045820,-0.043121,0.090915,0.052087,0.033437,0.033050,0.018649,0.019036,
o  gs-195-0,-0.060108,-0.055929,0.108451,0.056623,0.036924,0.036253,0.019699,0.020370,
o  gs-196-0,-0.053973,-0.050382,0.136246,0.092190,0.041828,0.040294,0.050362,0.051896,
o  gs-197-1,-0.003186,0.000531,0.192397,0.201726,0.049859,0.047144,0.151867,0.154582,
o  gs-198-0,-0.043358,-0.040001,0.164276,0.132155,0.045044,0.043432,0.087110,0.088723,
o  gs-199-0,-0.131272,-0.128574,0.124770,0.002832,0.039791,0.039110,-0.036958,-0.036277,
o  gs-200-0,-0.002464,0.000256,0.175047,0.183764,0.045470,0.043943,0.138293,0.139820,
o  gs-20-0,-0.054124,-0.050421,0.154712,0.113160,0.049334,0.047469,0.063826,0.065691,
o  gs-201-0,-0.075211,-0.072642,0.138076,0.073888,0.045032,0.043299,0.028855,0.030589,
o  gs-202-0,-0.065150,-0.062526,0.110209,0.054467,0.041051,0.039836,0.013416,0.014631,
o  gs-203-0,-0.079054,-0.075027,0.127562,0.059253,0.043988,0.042480,0.015265,0.016773,
o  gs-204-0,-0.073094,-0.069629,0.155286,0.094620,0.048695,0.046435,0.045925,0.048185,
o  gs-205-0,-0.022222,-0.018658,0.211298,0.204196,0.056696,0.053003,0.147500,0.151193,
o  gs-206-1,-0.062359,-0.059093,0.183050,0.134611,0.052269,0.049661,0.082342,0.084950,
o  gs-207-0,-0.147323,-0.144839,0.143838,0.008430,0.047372,0.045552,-0.038942,-0.037121,
o  gs-208-0,-0.020207,-0.017536,0.193977,0.187555,0.052537,0.050003,0.135018,0.137552,
o  gs-209-0,-0.072986,-0.071124,0.101366,0.038367,0.043343,0.041836,-0.004977,-0.003469,
o  gs-210-0,-0.061505,-0.058293,0.072936,0.020390,0.040777,0.039488,-0.020387,-0.019098,
o  gs-21-0,-0.003297,0.000727,0.210686,0.222693,0.057540,0.054109,0.165153,0.168583,
o  gs-211-0,-0.076915,-0.073249,0.090693,0.023791,0.042677,0.041476,-0.018887,-0.017685,
o  gs-212-0,-0.070904,-0.067776,0.118379,0.059199,0.047281,0.045438,0.011918,0.013761,
o  gs-213-0,-0.019537,-0.016139,0.174360,0.169288,0.055543,0.052140,0.113745,0.117148,
o  gs-214-0,-0.059728,-0.056478,0.146040,0.099605,0.050922,0.048832,0.048682,0.050773,
o  gs-215-0,-0.142545,-0.139915,0.106765,-0.024407,0.046677,0.045015,-0.071083,-0.069421,
o  gs-216-0,-0.018137,-0.015045,0.156889,0.152016,0.051864,0.049380,0.100153,0.102637,
o  gs-217-1,-0.055280,-0.052446,0.100271,0.055676,0.045436,0.043893,0.010240,0.011783,
o  gs-218-0,-0.045312,-0.043406,0.072362,0.035966,0.040517,0.039932,-0.004551,-0.003967,
o  gs-219-1,-0.058490,-0.054313,0.089856,0.041716,0.044182,0.042912,-0.002466,-0.001196,
o  gs-2-1,-0.065993,-0.063462,0.147489,0.091427,0.041418,0.040165,0.050010,0.051263,
o  gs-220-0,-0.052338,-0.048887,0.117549,0.077268,0.048813,0.046847,0.028455,0.030421,
o  gs-22-0,-0.043174,-0.039386,0.182431,0.153342,0.052811,0.050681,0.100531,0.102660,
o  gs-221-1,-0.001154,0.002640,0.173518,0.187169,0.057119,0.053489,0.130050,0.133680,
o  gs-222-0,-0.041417,-0.037900,0.145266,0.117415,0.052242,0.050043,0.065174,0.067372,
o  gs-223-0,-0.125163,-0.121759,0.105958,-0.007522,0.048090,0.046357,-0.055612,-0.053879,
o  gs-224-0,-0.000069,0.002896,0.156092,0.169578,0.053139,0.050515,0.116439,0.119064,
o  gs-225-1,-0.020023,-0.017106,0.193422,0.187494,0.054184,0.050916,0.133310,0.136578,
o  gs-226-0,-0.009262,-0.006326,0.165674,0.168798,0.048739,0.046790,0.120059,0.122008,
o  gs-227-1,-0.024654,-0.020526,0.183335,0.172228,0.051548,0.049143,0.120680,0.123085,
o  gs-228-0,-0.018900,-0.015036,0.211012,0.207368,0.056009,0.052985,0.151359,0.154383,
o  gs-229-0,0.032366,0.036124,0.266949,0.317340,0.064130,0.059409,0.253210,0.257931,
o  gs-230-0,-0.007842,-0.004060,0.238659,0.247684,0.059786,0.056298,0.187898,0.191385,
o  gs-23-0,-0.127981,-0.124182,0.143079,0.027308,0.048745,0.047023,-0.021436,-0.019715,
o  gs-231-0,-0.092218,-0.089017,0.199448,0.122068,0.054575,0.052186,0.067494,0.069882,
o  gs-232-0,0.034801,0.038026,0.249484,0.301088,0.060350,0.056635,0.240738,0.244454,
o  gs-233-0,-0.067155,-0.065119,0.110168,0.052294,0.040608,0.039575,0.011686,0.012719,
o  gs-234-0,-0.055104,-0.052183,0.081978,0.034865,0.038536,0.036857,-0.003671,-0.001992,
o  gs-235-0,-0.068801,-0.065031,0.099679,0.039952,0.040346,0.039073,-0.000394,0.000878,
o  gs-236-0,-0.062829,-0.059498,0.127430,0.075332,0.044930,0.042971,0.030402,0.032361,
o  gs-237-0,-0.011853,-0.008284,0.183518,0.185020,0.052433,0.049348,0.132587,0.135672,
o  gs-238-0,-0.053076,-0.049871,0.155326,0.114345,0.047760,0.045956,0.066586,0.068389,
o  gs-239-0,-0.139855,-0.137681,0.115885,-0.013698,0.043843,0.042127,-0.057541,-0.055825,
o  gs-240-0,-0.012011,-0.009491,0.166175,0.166229,0.048869,0.046535,0.117360,0.119695,
o  gs-241-0,-0.071611,-0.069103,0.100766,0.039757,0.045068,0.043081,-0.005311,-0.003325,
o  gs-24-1,-0.001401,0.001586,0.193260,0.205924,0.053715,0.051181,0.152209,0.154743,
o  gs-242-0,-0.061933,-0.059723,0.073116,0.020054,0.041647,0.039895,-0.021593,-0.019841,
o  gs-243-0,-0.075986,-0.072092,0.090631,0.024714,0.042790,0.041540,-0.018076,-0.016826,
o  gs-244-0,-0.069934,-0.066665,0.118315,0.060157,0.047442,0.045460,0.012714,0.014697,
o  gs-245-1,-0.018898,-0.015240,0.174306,0.169914,0.055675,0.052096,0.114239,0.117817,
o  gs-246-1,-0.058762,-0.055382,0.145790,0.100520,0.052660,0.049573,0.047860,0.050947,
o  gs-247-0,-0.142482,-0.139819,0.106657,-0.024357,0.047224,0.045172,-0.071580,-0.069529,
o  gs-248-0,-0.017065,-0.013878,0.156749,0.153051,0.052902,0.049808,0.100148,0.103243,
o  gs-249-1,-0.067876,-0.065500,0.063900,0.005988,0.043954,0.042333,-0.037965,-0.036345,
o  gs-250-0,-0.057329,-0.054247,0.036095,-0.012968,0.039366,0.038494,-0.052334,-0.051462,
o  gs-251-1,-0.070898,-0.066731,0.053472,-0.007769,0.042911,0.041530,-0.050680,-0.049298,
o  gs-25-1,-0.020997,-0.018645,0.230926,0.224180,0.053933,0.050821,0.170247,0.173359,
o  gs-252-1,-0.064840,-0.061461,0.081179,0.027700,0.047792,0.045519,-0.020092,-0.017818,
o  gs-253-1,-0.013260,-0.009850,0.137247,0.138015,0.055740,0.052005,0.082275,0.086010,
o  gs-254-0,-0.054260,-0.051130,0.108936,0.067539,0.051085,0.048511,0.016454,0.019028,
o  gs-255-0,-0.136589,-0.134175,0.069777,-0.055956,0.046113,0.044468,-0.102069,-0.100424,
o  gs-256-0,-0.012677,-0.010215,0.119905,0.119953,0.051377,0.048794,0.068575,0.071159,
o  gs-257-0,-0.050464,-0.047523,0.063179,0.022926,0.045000,0.043416,-0.022074,-0.020490,
o  gs-258-0,-0.038922,-0.036229,0.035237,0.004935,0.041032,0.039987,-0.036098,-0.035053,
o  gs-259-0,-0.053120,-0.048362,0.052705,0.009514,0.044020,0.042692,-0.034506,-0.033178,
o  gs-260-0,-0.046896,-0.043084,0.080430,0.045154,0.048774,0.046579,-0.003620,-0.001425,
o  gs-26-0,-0.010725,-0.007970,0.203132,0.205132,0.048510,0.046940,0.156622,0.158192,
o  gs-261-0,0.004619,0.008494,0.136491,0.155404,0.056741,0.053012,0.098663,0.102392,
o  gs-262-1,-0.036152,-0.032651,0.108233,0.085153,0.051859,0.049496,0.033295,0.035657,
o  gs-263-0,-0.118969,-0.115993,0.069046,-0.038823,0.047130,0.045539,-0.085953,-0.084362,
o  gs-264-0,0.005058,0.007853,0.119140,0.137193,0.052522,0.049858,0.084670,0.087334,
o  gs-265-0,-0.016588,-0.013989,0.156569,0.153369,0.051554,0.049308,0.101815,0.104061,
o  gs-266-0,-0.005695,-0.003225,0.128695,0.134756,0.047575,0.045870,0.087181,0.088886,
o  gs-267-0,-0.020513,-0.016347,0.146151,0.138702,0.050322,0.048404,0.088380,0.090298,
o  gs-268-0,-0.014656,-0.010944,0.173850,0.173969,0.055142,0.052290,0.118828,0.121679,
o  gs-269-1,0.036432,0.040443,0.229881,0.283785,0.063139,0.058624,0.220646,0.225161,
o  gs-270-0,-0.003985,-0.000322,0.201573,0.213897,0.058893,0.055522,0.155004,0.158375,
o  gs-27-0,-0.025451,-0.021581,0.220526,0.209054,0.052031,0.049704,0.157024,0.159351,
o  gs-271-0,-0.087070,-0.084161,0.162387,0.089629,0.053941,0.051478,0.035688,0.038151,
o  gs-272-0,0.037988,0.041450,0.212487,0.266690,0.059262,0.055678,0.207429,0.211012,
o  gs-273-0,-0.061110,-0.058527,0.072969,0.020648,0.040414,0.039219,-0.019766,-0.018571,
o  gs-274-0,-0.051391,-0.049220,0.045189,0.000980,0.036139,0.035611,-0.035160,-0.034632,
o  gs-275-0,-0.065546,-0.061449,0.062760,0.005558,0.038584,0.037960,-0.033026,-0.032402,
o  gs-276-0,-0.059489,-0.056024,0.090458,0.041010,0.043297,0.041894,-0.002288,-0.000885,
o  gs-277-0,-0.008291,-0.004546,0.146519,0.150940,0.051329,0.048430,0.099612,0.102510,
o  gs-278-0,-0.048595,-0.044832,0.118043,0.081127,0.048109,0.045731,0.033018,0.035396,
o  gs-279-0,-0.133088,-0.130465,0.079011,-0.044460,0.042944,0.041533,-0.087404,-0.085993,
o  gs-280-0,-0.007302,-0.003949,0.129045,0.133280,0.048650,0.046113,0.084629,0.087167,
o  gs-281-1,-0.053423,-0.050121,0.100040,0.057443,0.045917,0.044101,0.011525,0.013342,
o  gs-282-1,-0.042821,-0.039923,0.072318,0.038600,0.041614,0.040490,-0.003014,-0.001890,
o  gs-28-2,-0.019442,-0.016047,0.248146,0.244472,0.056690,0.053675,0.187782,0.190797,
o  gs-283-0,-0.057040,-0.052303,0.089731,0.043119,0.044559,0.043038,-0.001440,0.000081,
o  gs-284-0,-0.050473,-0.046927,0.117419,0.079074,0.049182,0.046893,0.029893,0.032181,
o  gs-285-0,0.000434,0.004556,0.173398,0.188694,0.057330,0.053444,0.131365,0.135251,
o  gs-286-0,-0.039862,-0.036270,0.145123,0.118920,0.052848,0.050221,0.066072,0.068699,
o  gs-287-0,-0.123193,-0.120310,0.105829,-0.005600,0.048663,0.046480,-0.054263,-0.052080,
o  gs-288-0,0.001993,0.004950,0.156009,0.171603,0.053660,0.050674,0.117943,0.120930,
o  gs-289-1,-0.050047,-0.046651,0.063164,0.023317,0.044742,0.043275,-0.021425,-0.019958,
o  gs-290-0,-0.038126,-0.035234,0.035216,0.005702,0.040978,0.039955,-0.035276,-0.034253,
o  gs-29-0,0.030636,0.034634,0.304205,0.353345,0.064866,0.060193,0.288479,0.293152,
o  gs-291-0,-0.053030,-0.047593,0.052683,0.009585,0.043903,0.042601,-0.034318,-0.033016,
o  gs-292-0,-0.046090,-0.042350,0.080395,0.045937,0.048732,0.046516,-0.002794,-0.000578,
o  gs-293-1,0.005753,0.009350,0.136461,0.156512,0.056675,0.052949,0.099837,0.103563,
o  gs-294-0,-0.035512,-0.032104,0.108226,0.085795,0.051866,0.049424,0.033929,0.036371,
o  gs-295-0,-0.117572,-0.114882,0.069020,-0.037446,0.047047,0.045458,-0.084493,-0.082904,
o  gs-296-0,0.005918,0.008540,0.119134,0.138046,0.052483,0.049809,0.085563,0.088237,
o  gs-297-0,-0.031181,-0.028286,0.062417,0.041706,0.046026,0.044470,-0.004320,-0.002764,
o  gs-298-0,-0.019810,-0.016982,0.034442,0.023521,0.042173,0.041165,-0.018653,-0.017644,
o  gs-299-0,-0.033608,-0.028832,0.051923,0.028508,0.044984,0.043725,-0.016476,-0.015217,
o  gs-300-1,-0.028246,-0.023568,0.079633,0.063289,0.049875,0.047641,0.013414,0.015648,
o  gs-30-0,-0.009012,-0.005333,0.275974,0.284284,0.060212,0.056800,0.224072,0.227484,
o  gs-301-1,0.024061,0.028097,0.135701,0.174330,0.057809,0.054015,0.116521,0.120315,
o  gs-302-0,-0.018291,-0.013141,0.107444,0.102509,0.053073,0.050597,0.049435,0.051912,
o  gs-303-1,-0.099829,-0.096291,0.068266,-0.020197,0.048196,0.046590,-0.068393,-0.066786,
o  gs-304-0,0.024164,0.027041,0.118360,0.155799,0.053758,0.050938,0.102041,0.104861,
o  gs-305-1,0.002507,0.005292,0.155762,0.171966,0.052974,0.050491,0.118992,0.121475,
o  gs-306-0,0.013274,0.015982,0.127910,0.153226,0.048849,0.047041,0.104377,0.106186,
o  gs-307-0,-0.001096,0.003301,0.145356,0.157625,0.051664,0.049578,0.105961,0.108047,
o  gs-308-0,0.004954,0.008681,0.173057,0.193087,0.056449,0.053415,0.136638,0.139672,
o  gs-309-0,0.055607,0.060135,0.229079,0.302462,0.064445,0.059703,0.238017,0.242759,
o  gs-3-0,-0.079625,-0.075313,0.164899,0.096460,0.043818,0.042723,0.052642,0.053736,
o  gs-310-1,0.015508,0.019094,0.200842,0.232901,0.059795,0.056446,0.173105,0.176454,
o  gs-31-0,-0.094445,-0.091284,0.236831,0.157609,0.054601,0.052490,0.103009,0.105119,
o  gs-311-1,-0.067351,-0.064393,0.161582,0.108845,0.055257,0.052604,0.053588,0.056241,
o  gs-312-0,0.056490,0.060514,0.211710,0.284702,0.060441,0.056689,0.224261,0.228013,
o  gs-313-0,-0.042305,-0.039366,0.072181,0.038938,0.041898,0.040525,-0.002960,-0.001587,
o  gs-314-0,-0.032165,-0.029207,0.044346,0.019648,0.037811,0.037084,-0.018163,-0.017436,
o  gs-315-0,-0.045861,-0.041377,0.061911,0.024696,0.040148,0.039376,-0.015452,-0.014680,
o  gs-316-0,-0.039708,-0.036011,0.089616,0.060241,0.044773,0.043206,0.015468,0.017036,
o  gs-317-0,0.011223,0.015535,0.145648,0.169899,0.052923,0.049700,0.116976,0.120199,
o  gs-318-0,-0.029291,-0.025578,0.117313,0.099911,0.048930,0.046676,0.050980,0.053234,
o  gs-319-0,-0.112728,-0.109766,0.077999,-0.024744,0.045272,0.043268,-0.070016,-0.068013,
o  gs-320-0,0.011305,0.015283,0.128207,0.151322,0.049900,0.047196,0.101422,0.104126,
o  gs-32-0,0.033748,0.036847,0.286809,0.337784,0.060597,0.057099,0.277187,0.280685,
o  gs-321-0,-0.020175,-0.017522,0.193531,0.187353,0.052730,0.050209,0.134624,0.137144,
o  gs-322-0,-0.011249,-0.008677,0.165837,0.166890,0.048907,0.046917,0.117984,0.119973,
o  gs-323-0,-0.024466,-0.020366,0.183033,0.172275,0.052340,0.049572,0.119934,0.122703,
o  gs-324-0,-0.018380,-0.014861,0.210702,0.207742,0.057003,0.053452,0.150740,0.154290,
