   GoodVibes v3.0.1 2023/07/26 15:24:10
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc SPE --csv --output dft_gs 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.

o  Found vibrational scaling factor of 0.975 for wB97XD/def2TZVP level of theory
   REF: I. M. Alecu, J. Zheng, Y. Zhao, and D. G. Truhlar, J. Chem. Theory Comput. 6, 2872-2887 (2010).

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  gs-166-0,-404.569042,-404.565206,0.187779,-404.368622,0.047202,0.046080,-404.415824,-404.414702,
o  gs-167-0,-385.132895,-385.130107,0.148669,-384.973529,0.042604,0.041886,-385.016133,-385.015415,
o  gs-168-0,-501.624052,-501.620714,0.195787,-501.415437,0.048490,0.047046,-501.463927,-501.462483,
o  gs-169-0,-730.182638,-730.180104,0.106330,-730.066977,0.040102,0.039308,-730.107079,-730.106284,
o  gs-170-0,-690.857921,-690.854260,0.079088,-690.771076,0.036106,0.035898,-690.807181,-690.806974,
o  gs-17-0,-2883.501637,-2883.499163,0.133144,-2883.357379,0.044925,0.043785,-2883.402304,-2883.401163,
o  gs-171-0,-746.252693,-746.248495,0.096561,-746.147074,0.039211,0.038609,-746.186285,-746.185683,
o  gs-172-0,-785.560593,-785.557118,0.124317,-785.425591,0.043979,0.042533,-785.469570,-785.468124,
o  gs-173-0,-977.297521,-977.294053,0.176297,-977.107745,0.051390,0.049110,-977.159135,-977.156855,
o  gs-174-0,-824.860059,-824.856202,0.151410,-824.696488,0.046894,0.045693,-824.743381,-824.742181,
o  gs-175-0,-805.421170,-805.417837,0.112166,-805.298709,0.042714,0.041808,-805.341423,-805.340517,
o  gs-176-0,-921.913784,-921.909811,0.159236,-921.742207,0.048117,0.046565,-921.790325,-921.788773,
o  gs-177-0,-2844.185815,-2844.183272,0.105803,-2844.070459,0.041581,0.040601,-2844.112040,-2844.111060,
o  gs-178-0,-2804.861863,-2804.858161,0.078475,-2804.775424,0.037439,0.037202,-2804.812864,-2804.812626,
o  gs-179-0,-2860.255876,-2860.251699,0.095805,-2860.150737,0.040784,0.040001,-2860.191521,-2860.190737,
o  gs-180-0,-2899.564190,-2899.560531,0.123479,-2899.429727,0.045126,0.043859,-2899.474853,-2899.473586,
o  gs-18-0,-2844.178464,-2844.174271,0.105870,-2844.063061,0.040808,0.040495,-2844.103868,-2844.103556,
o  gs-181-0,-3091.300673,-3091.297244,0.175813,-3091.111141,0.052762,0.050276,-3091.163903,-3091.161417,
o  gs-182-0,-2938.864256,-2938.860273,0.150917,-2938.701000,0.048040,0.046774,-2938.749040,-2938.747774,
o  gs-183-1,-2919.424792,-2919.421451,0.111390,-2919.302841,0.044194,0.043173,-2919.347035,-2919.346014,
o  gs-184-0,-3035.916260,-3035.913060,0.158559,-3035.745072,0.049601,0.047833,-3035.794673,-3035.792905,
o  gs-185-0,-501.624625,-501.620673,0.195491,-501.416365,0.048288,0.046787,-501.464654,-501.463153,
o  gs-186-0,-462.301823,-462.298025,0.168125,-462.122569,0.044176,0.043374,-462.166745,-462.165943,
o  gs-187-0,-517.696272,-517.691122,0.185249,-517.498358,0.048649,0.046794,-517.547007,-517.545152,
o  gs-188-1,-557.004468,-556.999815,0.212829,-556.777275,0.053345,0.050636,-556.830621,-556.827911,
o  gs-189-0,-748.742320,-748.737856,0.265343,-748.459952,0.060534,0.056699,-748.520486,-748.516651,
o  gs-190-0,-596.305433,-596.300969,0.240539,-596.049400,0.054700,0.052623,-596.104101,-596.102024,
o  gs-19-0,-2899.570805,-2899.566870,0.123087,-2899.436750,0.044730,0.043447,-2899.481480,-2899.480197,
o  gs-191-0,-576.865465,-576.861910,0.201033,-576.650676,0.051061,0.049243,-576.701738,-576.699919,
o  gs-192-0,-693.358255,-693.354321,0.248315,-693.094224,0.055886,0.053388,-693.150111,-693.147613,
o  gs-193-0,-270.572895,-270.569689,0.115209,-270.449291,0.036782,0.036491,-270.486073,-270.485782,
o  gs-194-0,-231.248422,-231.244968,0.087885,-231.153723,0.032521,0.032471,-231.186244,-231.186195,
o  gs-195-0,-286.642092,-286.636683,0.105115,-286.528715,0.036302,0.036113,-286.565017,-286.564828,
o  gs-196-0,-325.949652,-325.945047,0.133039,-325.806918,0.040532,0.039544,-325.847449,-325.846462,
o  gs-197-0,-517.687389,-517.682684,0.185453,-517.489576,0.047698,0.046113,-517.537274,-517.535689,
o  gs-198-0,-365.252563,-365.248450,0.160473,-365.080940,0.044523,0.043035,-365.125464,-365.123975,
o  gs-199-0,-345.815340,-345.812348,0.121198,-345.684981,0.038807,0.038477,-345.723788,-345.723458,
o  gs-200-0,-462.306174,-462.302748,0.168414,-462.126550,0.044873,0.043658,-462.171422,-462.170207,
o  gs-20-0,-2938.879097,-2938.875625,0.150572,-2938.715804,0.049580,0.047553,-2938.765384,-2938.763357,
o  gs-201-0,-769.499683,-769.496979,0.133790,-769.355022,0.043371,0.042564,-769.398392,-769.397586,
o  gs-202-1,-730.177693,-730.174753,0.106470,-730.061743,0.040649,0.039720,-730.102392,-730.101464,
o  gs-203-0,-785.569603,-785.564587,0.123749,-785.435091,0.043067,0.042275,-785.478158,-785.477366,
o  gs-204-1,-824.878022,-824.873636,0.151343,-824.714229,0.048322,0.046385,-824.762550,-824.760614,
o  gs-205-0,-1016.615334,-1016.611056,0.203940,-1016.396321,0.054888,0.052311,-1016.451209,-1016.448632,
o  gs-206-1,-864.184791,-864.180701,0.178541,-863.992396,0.050999,0.049297,-864.043395,-864.041693,
o  gs-207-0,-844.740572,-844.737806,0.139284,-844.589277,0.046992,0.045434,-844.636269,-844.634710,
o  gs-208-0,-961.235457,-961.232329,0.186495,-961.034968,0.052001,0.049983,-961.086969,-961.084951,
o  gs-209-0,-1189.787216,-1189.784984,0.097479,-1189.679380,0.042969,0.042114,-1189.722350,-1189.721495,
o  gs-2-0,-309.884179,-309.880978,0.142815,-309.731445,0.040506,0.039866,-309.771952,-309.771311,
o  gs-210-0,-1150.462074,-1150.458243,0.070157,-1150.383100,0.039151,0.038864,-1150.422250,-1150.421963,
o  gs-21-0,-3130.615990,-3130.612532,0.203153,-3130.397493,0.056631,0.053562,-3130.454123,-3130.451055,
o  gs-211-0,-1205.856587,-1205.852954,0.087408,-1205.759041,0.042561,0.041581,-1205.801602,-1205.800622,
o  gs-212-0,-1245.165033,-1245.161889,0.115181,-1245.038102,0.046641,0.045289,-1245.084743,-1245.083391,
o  gs-213-1,-1436.901212,-1436.898110,0.167546,-1436.719157,0.054269,0.051665,-1436.773425,-1436.770822,
o  gs-214-0,-1284.470205,-1284.466274,0.142544,-1284.314436,0.049826,0.048419,-1284.364262,-1284.362856,
o  gs-215-1,-1265.025924,-1265.023367,0.103154,-1264.911450,0.045672,0.044540,-1264.957123,-1264.955991,
o  gs-216-0,-1381.520474,-1381.517494,0.150290,-1381.356733,0.051344,0.049374,-1381.408077,-1381.406107,
o  gs-217-0,-3303.790453,-3303.788125,0.096762,-3303.683061,0.044253,0.043393,-3303.727315,-3303.726454,
o  gs-218-0,-3264.465831,-3264.461934,0.069555,-3264.387220,0.040483,0.040127,-3264.427703,-3264.427347,
o  gs-219-0,-3319.859726,-3319.855971,0.086820,-3319.762534,0.043648,0.042746,-3319.806182,-3319.805280,
o  gs-220-0,-3359.168266,-3359.164983,0.114553,-3359.041671,0.048060,0.046585,-3359.089731,-3359.088256,
o  gs-22-0,-2978.185592,-2978.181488,0.178072,-2977.993414,0.052227,0.050475,-2978.045641,-2978.043889,
o  gs-221-0,-3550.904627,-3550.901377,0.166949,-3550.722904,0.055540,0.052806,-3550.778444,-3550.775711,
o  gs-222-0,-3398.474698,-3398.470647,0.141854,-3398.319323,0.051302,0.049713,-3398.370625,-3398.369036,
o  gs-223-0,-3379.029567,-3379.026914,0.102560,-3378.915435,0.046911,0.045757,-3378.962346,-3378.961191,
o  gs-224-0,-3495.525030,-3495.521868,0.149589,-3495.361681,0.053059,0.050766,-3495.414739,-3495.412447,
o  gs-225-0,-961.233974,-961.230797,0.186155,-961.033847,0.051854,0.049873,-961.085701,-961.083720,
o  gs-226-0,-921.908061,-921.903793,0.158705,-921.736866,0.048522,0.046893,-921.785388,-921.783759,
o  gs-227-0,-977.303968,-977.299466,0.176102,-977.114070,0.051908,0.049599,-977.165978,-977.163669,
o  gs-228-0,-1016.612423,-1016.608393,0.203685,-1016.393292,0.056092,0.053288,-1016.449384,-1016.446580,
o  gs-229-0,-1208.349687,-1208.345706,0.256109,-1208.075391,0.063314,0.059262,-1208.138705,-1208.134653,
o  gs-230-0,-1055.918297,-1055.913980,0.231244,-1055.670248,0.058430,0.055865,-1055.728677,-1055.726112,
o  gs-23-0,-2958.741279,-2958.738420,0.138853,-2958.590309,0.047841,0.046352,-2958.638150,-2958.636662,
o  gs-231-0,-1036.473839,-1036.470532,0.191604,-1036.267212,0.055198,0.052530,-1036.322410,-1036.319742,
o  gs-232-0,-1152.968418,-1152.964701,0.238955,-1152.712402,0.060566,0.057046,-1152.772967,-1152.769447,
o  gs-233-0,-730.184297,-730.181763,0.106443,-730.068481,0.040420,0.039613,-730.108902,-730.108094,
o  gs-234-0,-690.858162,-690.854746,0.079196,-690.771239,0.035923,0.035842,-690.807163,-690.807082,
o  gs-235-0,-746.253209,-746.248654,0.096460,-746.147576,0.039716,0.039024,-746.187293,-746.186601,
o  gs-236-1,-785.561312,-785.557256,0.124050,-785.426450,0.044417,0.042892,-785.470867,-785.469342,
o  gs-237-0,-977.298005,-977.294037,0.176625,-977.107974,0.051434,0.049051,-977.159408,-977.157026,
o  gs-238-0,-824.864681,-824.861100,0.151635,-824.701030,0.046734,0.045480,-824.747763,-824.746509,
o  gs-239-0,-805.426162,-805.423878,0.112425,-805.303606,0.042200,0.041471,-805.345805,-805.345076,
o  gs-240-0,-921.917595,-921.914789,0.159441,-921.745918,0.048191,0.046487,-921.794110,-921.792406,
o  gs-24-0,-3075.236233,-3075.232893,0.185572,-3075.036258,0.054140,0.051702,-3075.090398,-3075.087960,
o  gs-241-0,-1189.780562,-1189.778263,0.097479,-1189.672684,0.043569,0.042216,-1189.716253,-1189.714901,
o  gs-242-0,-1150.460254,-1150.458063,0.069979,-1150.381298,0.040051,0.039304,-1150.421350,-1150.420603,
o  gs-243-0,-1205.851822,-1205.847371,0.087224,-1205.754306,0.042854,0.041948,-1205.797160,-1205.796254,
o  gs-244-0,-1245.160622,-1245.156706,0.114841,-1245.033767,0.047824,0.045947,-1245.081591,-1245.079713,
o  gs-245-1,-1436.897253,-1436.893443,0.167067,-1436.715424,0.055137,0.052240,-1436.770562,-1436.767664,
o  gs-246-0,-1284.467719,-1284.463914,0.142388,-1284.312086,0.049713,0.048370,-1284.361799,-1284.360455,
o  gs-247-0,-1265.021977,-1265.019270,0.102806,-1264.907621,0.046431,0.045085,-1264.954053,-1264.952706,
o  gs-248-0,-1381.517880,-1381.514891,0.149843,-1381.354443,0.051738,0.049648,-1381.406181,-1381.404091,
o  gs-249-0,-1610.064031,-1610.061731,0.060774,-1609.993308,0.042985,0.041893,-1610.036293,-1610.035201,
o  gs-250-0,-1570.741627,-1570.739066,0.033615,-1570.699676,0.038783,0.038498,-1570.738459,-1570.738175,
o  gs-25-0,-540.942144,-540.938951,0.222378,-540.705351,0.052198,0.050274,-540.757549,-540.755625,
o  gs-251-0,-1626.132696,-1626.128625,0.050852,-1626.072153,0.042303,0.041240,-1626.114457,-1626.113393,
o  gs-252-0,-1665.441364,-1665.437708,0.078477,-1665.351511,0.046705,0.045122,-1665.398216,-1665.396633,
o  gs-253-1,-1857.177549,-1857.174069,0.130848,-1857.032569,0.054411,0.051488,-1857.086980,-1857.084057,
o  gs-254-0,-1704.749824,-1704.746123,0.105811,-1704.631111,0.050128,0.048360,-1704.681239,-1704.679470,
o  gs-255-0,-1685.302528,-1685.299993,0.066424,-1685.225032,0.046552,0.044899,-1685.271583,-1685.269931,
o  gs-256-0,-1801.799728,-1801.797032,0.113612,-1801.673014,0.051519,0.049244,-1801.724534,-1801.722258,
o  gs-257-0,-3724.067799,-3724.065365,0.060045,-3723.997411,0.044856,0.043566,-3724.042267,-3724.040977,
o  gs-258-0,-3684.745675,-3684.743085,0.032968,-3684.704118,0.040122,0.039747,-3684.744240,-3684.743865,
o  gs-259-0,-3740.137803,-3740.132892,0.050073,-3740.077564,0.044295,0.043121,-3740.121859,-3740.120684,
o  gs-260-0,-3779.446926,-3779.442581,0.077799,-3779.357323,0.048783,0.046761,-3779.406105,-3779.404084,
o  gs-26-0,-501.617582,-501.613313,0.195054,-501.409575,0.048664,0.047303,-501.458239,-501.456878,
o  gs-261-0,-3971.183145,-3971.179074,0.130194,-3971.038468,0.055919,0.052871,-3971.094387,-3971.091339,
o  gs-262-0,-3818.754561,-3818.750803,0.105216,-3818.636203,0.051362,0.049508,-3818.687565,-3818.685711,
o  gs-263-1,-3799.307207,-3799.304612,0.065832,-3799.230058,0.047756,0.046069,-3799.277813,-3799.276127,
o  gs-264-0,-3915.804630,-3915.801857,0.112954,-3915.678329,0.052660,0.050302,-3915.730989,-3915.728631,
o  gs-265-1,-1381.514463,-1381.511434,0.149295,-1381.351420,0.051944,0.049910,-1381.403364,-1381.401330,
o  gs-266-0,-1342.190297,-1342.187098,0.122151,-1342.056123,0.048046,0.046385,-1342.104169,-1342.102508,
o  gs-267-0,-1397.583822,-1397.578718,0.139612,-1397.430838,0.050777,0.048953,-1397.481615,-1397.479791,
o  gs-268-0,-1436.892733,-1436.888242,0.167367,-1436.710341,0.055430,0.052651,-1436.765771,-1436.762992,
o  gs-269-0,-1628.629313,-1628.624920,0.219541,-1628.391959,0.063160,0.058964,-1628.455119,-1628.450923,
o  gs-270-0,-1476.200623,-1476.196577,0.194597,-1475.989573,0.058464,0.055598,-1476.048037,-1476.045172,
o  gs-27-0,-557.011813,-557.007164,0.212282,-556.785246,0.051986,0.049952,-556.837232,-556.835198,
o  gs-271-0,-1456.753411,-1456.749943,0.155023,-1456.583672,0.055286,0.052396,-1456.638958,-1456.636068,
o  gs-272-0,-1573.250512,-1573.247143,0.202343,-1573.031530,0.059613,0.056266,-1573.091144,-1573.087796,
o  gs-273-0,-1150.462859,-1150.460207,0.070424,-1150.383839,0.039373,0.038549,-1150.423212,-1150.422388,
o  gs-274-0,-1111.139363,-1111.136842,0.042738,-1111.089415,0.035659,0.035586,-1111.125074,-1111.125001,
o  gs-275-1,-1166.531332,-1166.526965,0.060002,-1166.462721,0.039749,0.038706,-1166.502469,-1166.501427,
o  gs-276-0,-1205.839743,-1205.835780,0.087797,-1205.741725,0.043873,0.042328,-1205.785598,-1205.784052,
o  gs-277-0,-1397.576366,-1397.572559,0.140129,-1397.423321,0.051172,0.048536,-1397.474493,-1397.471857,
o  gs-278-0,-1245.145797,-1245.141894,0.115151,-1245.019169,0.045952,0.044784,-1245.065121,-1245.063952,
o  gs-279-0,-1225.704628,-1225.702074,0.075804,-1225.619148,0.042110,0.041231,-1225.661259,-1225.660379,
o  gs-280-0,-1342.196054,-1342.193029,0.122780,-1342.061523,0.047616,0.045858,-1342.109139,-1342.107382,
o  gs-28-0,-596.319976,-596.315801,0.240035,-596.064018,0.056463,0.053649,-596.120481,-596.117667,
o  gs-281-0,-3303.784925,-3303.782073,0.096424,-3303.677642,0.044749,0.043938,-3303.722391,-3303.721581,
o  gs-282-0,-3264.463532,-3264.461376,0.069427,-3264.384967,0.040833,0.040425,-3264.425800,-3264.425392,
o  gs-283-0,-3319.855117,-3319.850552,0.086610,-3319.757950,0.044255,0.043226,-3319.802205,-3319.801176,
o  gs-284-0,-3359.164102,-3359.160096,0.114377,-3359.037554,0.048401,0.046803,-3359.085955,-3359.084357,
o  gs-285-0,-3550.900763,-3550.896838,0.166553,-3550.719241,0.056189,0.053242,-3550.775430,-3550.772483,
o  gs-286-0,-3398.471438,-3398.467554,0.141650,-3398.316267,0.050928,0.049528,-3398.367196,-3398.365796,
o  gs-287-1,-3379.025349,-3379.022522,0.102204,-3378.911342,0.047694,0.046240,-3378.959037,-3378.957583,
o  gs-288-0,-3495.521577,-3495.518487,0.149331,-3495.358420,0.052884,0.050675,-3495.411304,-3495.409094,
o  gs-289-0,-3724.067298,-3724.064919,0.060094,-3723.996936,0.044583,0.043324,-3724.041519,-3724.040260,
o  gs-290-0,-3684.744862,-3684.742255,0.032973,-3684.703292,0.040139,0.039787,-3684.743432,-3684.743080,
o  gs-29-0,-788.058071,-788.053919,0.292514,-787.746992,0.063355,0.059530,-787.810346,-787.806522,
o  gs-291-0,-3740.136047,-3740.131880,0.050191,-3740.075889,0.043767,0.042547,-3740.119656,-3740.118436,
o  gs-292-1,-3779.444910,-3779.441072,0.077784,-3779.355403,0.048723,0.046678,-3779.404127,-3779.402081,
o  gs-293-0,-3971.182353,-3971.178320,0.130182,-3971.037671,0.056035,0.052885,-3971.093706,-3971.090556,
o  gs-294-1,-3818.753946,-3818.750184,0.105220,-3818.635563,0.051452,0.049514,-3818.687015,-3818.685077,
o  gs-295-0,-3799.306329,-3799.303744,0.065837,-3799.229174,0.047480,0.045880,-3799.276653,-3799.275054,
o  gs-296-0,-3915.803834,-3915.801067,0.112962,-3915.677519,0.052608,0.050251,-3915.730127,-3915.727770,
o  gs-297-1,-5838.072463,-5838.069933,0.059381,-5838.002409,0.045960,0.044831,-5838.048369,-5838.047240,
o  gs-298-0,-5798.748966,-5798.746324,0.032471,-5798.707676,0.041344,0.040897,-5798.749021,-5798.748574,
o  gs-299-1,-5854.141682,-5854.136718,0.049496,-5854.081782,0.045355,0.044171,-5854.127137,-5854.125953,
o  gs-300-0,-5893.450896,-5893.446524,0.077141,-5893.361656,0.050351,0.048024,-5893.412007,-5893.409680,
