   GoodVibes v3.0.1 2024/01/08 11:31:34
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc water_SPE --csv --output dft_ts 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.

o  Found vibrational scaling factor of 0.975 for wB97XD/def2TZVP level of theory
   REF: I. M. Alecu, J. Zheng, Y. Zhao, and D. G. Truhlar, J. Chem. Theory Comput. 6, 2872-2887 (2010).

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  ts_141_dft_reopt2,-3818.158865,-3818.082127,0.375344,-3817.755035,0.086181,0.080015,-3817.841216,-3817.835050,
o  ts_142_dft_reopt9,-3665.710323,-3665.633136,0.351078,-3665.332865,0.078695,0.075048,-3665.411560,-3665.407913,
o  ts_143_dft_reopt9,-3646.281907,-3646.202812,0.310677,-3645.946009,0.077238,0.073319,-3646.023247,-3646.019328,
o  ts_144_dft_reopt3,-3762.776062,-3762.698763,0.357534,-3762.391055,0.083287,0.077856,-3762.474343,-3762.468911,
o  ts_145_dft_reopt,-1228.475858,-1228.400311,0.395146,-1228.053474,0.080665,0.076370,-1228.134138,-1228.129844,
o  ts_146_dft_reopt10,-1189.162896,-1189.084713,0.368114,-1188.769035,0.077496,0.073478,-1188.846531,-1188.842513,
o  ts_147_dft_reopt3,-1244.538545,-1244.458959,0.384880,-1244.126693,0.080488,0.075829,-1244.207181,-1244.202521,
o  ts_148_dft_reopt4,-1283.843633,-1283.765814,0.412003,-1283.402818,0.085182,0.079776,-1283.488000,-1283.482595,
o  ts_149_dft_reopt4,-1475.588043,-1475.508381,0.464095,-1475.092271,0.092830,0.085658,-1475.185101,-1475.177929,
o  ts_14_dft_reopt3,-1359.973661,-1359.896632,0.299080,-1359.651460,0.071078,0.068169,-1359.722537,-1359.719628,
o  ts_150_dft_reopt3,-1323.136707,-1323.061268,0.440238,-1322.667029,0.084878,0.080425,-1322.751907,-1322.747454,
o  ts_151_dft_reopt3,-1303.718366,-1303.638846,0.399396,-1303.290411,0.084245,0.079301,-1303.374656,-1303.369712,
o  ts_152_dft_reopt6,-1420.213314,-1420.136405,0.446585,-1419.735957,0.090381,0.083828,-1419.826338,-1419.819785,
o  ts_153_dft_reopt,-997.426610,-997.345613,0.315965,-997.088238,0.069948,0.066777,-997.158186,-997.155015,
o  ts_154_dft_reopt3,-958.112905,-958.030079,0.288354,-957.803556,0.066476,0.063867,-957.870032,-957.867423,
o  ts_155_dft_reopt,-1013.490479,-1013.405861,0.305233,-1013.162894,0.069831,0.066613,-1013.232725,-1013.229507,
o  ts_156_dft_reopt9,-1052.796119,-1052.712906,0.332511,-1052.439497,0.074362,0.070377,-1052.513858,-1052.509874,
o  ts_157_dft_reopt3,-1244.541524,-1244.463207,0.384586,-1244.129880,0.082397,0.076635,-1244.212277,-1244.206515,
o  ts_158_dft_reopt9,-1092.096580,-1092.016841,0.359932,-1091.711415,0.076324,0.072379,-1091.787740,-1091.783795,
o  ts_159_dft_reopt9,-1072.664283,-1072.583636,0.320611,-1072.320011,0.073280,0.069525,-1072.393291,-1072.389536,
o  ts_15_dft_reopt,-1340.548953,-1340.469521,0.259178,-1340.267989,0.068736,0.065866,-1340.336724,-1340.333855,
o  ts_160_dft_reopt10,-1189.164700,-1189.086723,0.368084,-1188.770810,0.078936,0.074045,-1188.849747,-1188.844856,
o  ts_161_dft_reopt3,-805.700473,-805.618140,0.263719,-805.417187,0.063476,0.061017,-805.480663,-805.478204,
o  ts_162_dft_reopt,-766.381701,-766.299298,0.235243,-766.128014,0.061820,0.059143,-766.189834,-766.187157,
o  ts_163_dft_reopt2,-821.763101,-821.681031,0.253258,-821.490429,0.063494,0.060872,-821.553923,-821.551302,
o  ts_164_dft_reopt3,-861.066596,-860.985155,0.280593,-860.764972,0.066919,0.064158,-860.831891,-860.829130,
o  ts_165_dft_reopt4,-1052.812488,-1052.735688,0.332302,-1052.456062,0.075568,0.070892,-1052.531631,-1052.526954,
o  ts_166_dft_reopt3,-900.363845,-900.284956,0.307723,-900.034064,0.068647,0.065980,-900.102710,-900.100043,
o  ts_167_dft_reopt2,-880.936565,-880.857140,0.267988,-880.647703,0.066775,0.064035,-880.714478,-880.711738,
o  ts_168_dft_reopt3,-997.432923,-997.354052,0.315013,-997.094901,0.072579,0.068636,-997.167480,-997.163537,
o  ts_169_dft_reopt,-1225.998559,-1225.919553,0.226238,-1225.752773,0.064085,0.061551,-1225.816858,-1225.814324,
o  ts_16_dft_reopt5,-1457.043529,-1456.967010,0.306218,-1456.713385,0.074265,0.070259,-1456.787649,-1456.783644,
o  ts_170_dft_reopt,-1186.675870,-1186.596439,0.198902,-1186.458935,0.060889,0.058583,-1186.519825,-1186.517518,
o  ts_171_dft_reopt2,-1242.063149,-1241.981090,0.216743,-1241.827366,0.062625,0.060290,-1241.889991,-1241.887656,
o  ts_172_dft_reopt3,-1281.367893,-1281.284778,0.244703,-1281.102497,0.067000,0.063924,-1281.169497,-1281.166421,
o  ts_173_dft_reopt,-1473.112459,-1473.034670,0.296096,-1472.792530,0.075359,0.070611,-1472.867889,-1472.863141,
o  ts_174_dft_reopt2,-1320.664421,-1320.586313,0.271214,-1320.371160,0.069565,0.066525,-1320.440725,-1320.437685,
o  ts_175_dft_reopt,-1301.236559,-1301.155467,0.232300,-1300.983995,0.065672,0.063076,-1301.049668,-1301.047072,
o  ts_176_dft_reopt3,-1417.731463,-1417.653425,0.278395,-1417.430263,0.072659,0.068564,-1417.502922,-1417.498827,
o  ts_177_dft_reopt2,-3340.003367,-3339.925142,0.225471,-3339.758009,0.065526,0.062739,-3339.823534,-3339.820748,
o  ts_178_dft_reopt2,-3300.680886,-3300.603137,0.198466,-3300.464241,0.061436,0.059247,-3300.525678,-3300.523489,
o  ts_179_dft_reopt2,-3356.067534,-3355.986224,0.215955,-3355.832164,0.064548,0.061726,-3355.896712,-3355.893890,
o  ts_17_dft_reopt5,-3379.311361,-3379.230651,0.254195,-3379.036345,0.067452,0.064190,-3379.103797,-3379.100535,
o  ts_180_dft_reopt3,-3395.373381,-3395.291298,0.243967,-3395.108424,0.068244,0.065038,-3395.176668,-3395.173462,
o  ts_181_dft_reopt,-3587.117941,-3587.041073,0.295965,-3586.798019,0.075774,0.071142,-3586.873794,-3586.869162,
o  ts_182_dft_reopt2,-3434.669031,-3434.591730,0.270758,-3434.376028,0.070541,0.067414,-3434.446569,-3434.443441,
o  ts_183_dft_reopt2,-3415.241696,-3415.161256,0.231630,-3414.989519,0.067146,0.064229,-3415.056665,-3415.053748,
o  ts_184_dft_reopt4,-3531.736066,-3531.658613,0.277894,-3531.435137,0.073952,0.069484,-3531.509089,-3531.504621,
o  ts_185_dft_reopt4,-997.438251,-997.359996,0.314778,-997.100397,0.072584,0.068699,-997.172982,-997.169096,
o  ts_186_dft_reopt2,-958.117283,-958.037621,0.287301,-957.808375,0.069195,0.065774,-957.877570,-957.874149,
o  ts_187_dft_reopt,-1013.503462,-1013.425861,0.305926,-1013.175018,0.071058,0.067335,-1013.246076,-1013.242353,
o  ts_188_dft_reopt9,-1052.807481,-1052.729782,0.333163,-1052.450107,0.074926,0.070843,-1052.525033,-1052.520950,
o  ts_189_dft_reopt2,-1244.552310,-1244.479365,0.385022,-1244.140063,0.082736,0.077080,-1244.222800,-1244.217143,
o  ts_18_dft_reopt,-3339.995473,-3339.917826,0.225717,-3339.750145,0.064417,0.061815,-3339.814562,-3339.811959,
o  ts_190_dft_reopt9,-1092.109607,-1092.031320,0.359694,-1091.724299,0.077277,0.073466,-1091.801577,-1091.797765,
o  ts_191_dft_reopt5,-1072.677488,-1072.600285,0.320383,-1072.333045,0.074411,0.070632,-1072.407456,-1072.403677,
o  ts_192_dft_reopt10,-1189.175186,-1189.097328,0.367075,-1188.781805,0.080425,0.075208,-1188.862229,-1188.857012,
o  ts_193_dft_reopt,-766.384190,-766.301644,0.235687,-766.130219,0.061052,0.058651,-766.191272,-766.188870,
o  ts_194_dft_reopt,-727.060186,-726.977289,0.207820,-726.835529,0.057692,0.055727,-726.893220,-726.891256,
o  ts_195_dft_reopt2,-782.449177,-782.363797,0.225789,-782.205446,0.060829,0.058085,-782.266275,-782.263531,
o  ts_196_dft_reopt2,-821.754357,-821.667789,0.253014,-821.481782,0.064038,0.061350,-821.545821,-821.543132,
o  ts_197_dft_reopt3,-1013.497828,-1013.418948,0.305183,-1013.170189,0.071436,0.067468,-1013.241625,-1013.237657,
o  ts_198_dft_reopt2,-861.055048,-860.972810,0.280106,-860.754021,0.067182,0.064058,-860.821203,-860.818079,
o  ts_199_dft_reopt,-841.622106,-841.539526,0.240822,-841.362029,0.064166,0.061068,-841.426195,-841.423097,
o  ts_19_dft_reopt2,-3395.377623,-3395.296262,0.243964,-3395.113031,0.066663,0.063789,-3395.179694,-3395.176819,
o  ts_1_dft_reopt2,-845.005093,-844.923047,0.291094,-844.693214,0.066316,0.063249,-844.759529,-844.756463,
o  ts_200_dft_reopt2,-958.120696,-958.040350,0.287771,-957.811477,0.069387,0.065585,-957.880864,-957.877062,
o  ts_201_dft_reopt9,-1265.299213,-1265.222308,0.254854,-1265.023932,0.064792,0.062606,-1265.088724,-1265.086539,
o  ts_202_dft_reopt2,-1225.986865,-1225.908971,0.226681,-1225.740823,0.062878,0.060782,-1225.803701,-1225.801605,
o  ts_203_dft_reopt3,-1281.365808,-1281.285004,0.243995,-1281.101523,0.064966,0.062460,-1281.166489,-1281.163983,
o  ts_204_dft_reopt3,-1320.669078,-1320.589214,0.271344,-1320.375563,0.070167,0.066865,-1320.445730,-1320.442428,
o  ts_205_dft_reopt9,-1512.414059,-1512.338714,0.323124,-1512.065909,0.077619,0.072798,-1512.143528,-1512.138707,
o  ts_206_dft_reopt3,-1359.970924,-1359.895498,0.298453,-1359.649307,0.070879,0.068231,-1359.720186,-1359.717538,
o  ts_207_dft_reopt3,-1340.541472,-1340.464068,0.258836,-1340.260823,0.068669,0.065925,-1340.329491,-1340.326748,
o  ts_208_dft_reopt,-1457.037492,-1456.963074,0.306145,-1456.707527,0.073334,0.069842,-1456.780861,-1456.777369,
o  ts_209_dft_reopt2,-1685.598003,-1685.521314,0.216960,-1685.360474,0.066423,0.063586,-1685.426897,-1685.424060,
o  ts_20_dft_reopt3,-3434.681439,-3434.599373,0.271844,-3434.387563,0.069518,0.066569,-3434.457081,-3434.454132,
o  ts_210_dft_reopt,-1646.276346,-1646.199962,0.189623,-1646.067650,0.062971,0.060688,-1646.130621,-1646.128338,
o  ts_211_dft_reopt3,-1701.662818,-1701.582880,0.207222,-1701.435368,0.065716,0.062840,-1701.501083,-1701.498208,
o  ts_212_dft_reopt3,-1740.965933,-1740.884076,0.235013,-1740.709139,0.068829,0.066068,-1740.777968,-1740.775207,
o  ts_213_dft_reopt9,-1932.708159,-1932.635322,0.286877,-1932.396664,0.076079,0.071949,-1932.472743,-1932.468613,
o  ts_214_dft_reopt2,-1780.267831,-1780.191026,0.262184,-1779.982736,0.070475,0.068003,-1780.053211,-1780.050739,
o  ts_215_dft_reopt,-1760.834313,-1760.753635,0.222505,-1760.590230,0.069328,0.066064,-1760.659558,-1760.656294,
o  ts_216_dft_reopt2,-1877.332193,-1877.256722,0.269582,-1877.039079,0.072801,0.069504,-1877.111880,-1877.108583,
o  ts_217_dft_reopt2,-3799.601536,-3799.525280,0.216420,-3799.364299,0.067633,0.064575,-3799.431932,-3799.428874,
o  ts_218_dft_reopt3,-3760.280721,-3760.204783,0.189065,-3760.072356,0.063968,0.061610,-3760.136325,-3760.133967,
o  ts_219_dft_reopt2,-3815.664006,-3815.582367,0.207460,-3815.436314,0.065757,0.063203,-3815.502071,-3815.499517,
o  ts_21_dft_reopt9,-3626.424330,-3626.347141,0.323780,-3626.075551,0.076942,0.072674,-3626.152493,-3626.148225,
o  ts_220_dft_reopt2,-3854.970661,-3854.889512,0.234615,-3854.714076,0.069799,0.066892,-3854.783875,-3854.780968,
o  ts_221_dft_reopt9,-4046.712330,-4046.639994,0.286404,-4046.401013,0.077237,0.072985,-4046.478251,-4046.473998,
o  ts_222_dft_reopt2,-3894.271899,-3894.195591,0.261418,-3893.987274,0.071470,0.068991,-3894.058743,-3894.056265,
o  ts_223_dft_reopt3,-3874.838534,-3874.758464,0.221844,-3874.594852,0.070670,0.067127,-3874.665522,-3874.661979,
o  ts_224_dft_reopt,-3991.336003,-3991.260829,0.268927,-3991.043244,0.074081,0.070518,-3991.117325,-3991.113761,
o  ts_225_dft_reopt,-1457.042735,-1456.966713,0.305608,-1456.713053,0.073949,0.070432,-1456.787002,-1456.783485,
o  ts_226_dft_reopt2,-1417.725091,-1417.647451,0.278836,-1417.423841,0.070299,0.067158,-1417.494140,-1417.490999,
o  ts_227_dft_reopt2,-1473.101830,-1473.023556,0.296334,-1472.782031,0.073127,0.069256,-1472.855158,-1472.851286,
o  ts_228_dft_reopt9,-1512.411369,-1512.333463,0.323546,-1512.062616,0.076842,0.072782,-1512.139458,-1512.135398,
o  ts_229_dft_reopt2,-1704.153285,-1704.080770,0.376081,-1703.749318,0.083301,0.078203,-1703.832619,-1703.827521,
o  ts_22_dft_reopt3,-3473.977678,-3473.901335,0.298331,-3473.655900,0.072617,0.069382,-3473.728517,-3473.725282,
o  ts_230_dft_reopt9,-1551.712580,-1551.635521,0.350891,-1551.335287,0.078655,0.074829,-1551.413942,-1551.410116,
o  ts_231_dft_reopt9,-1532.282735,-1532.203581,0.310459,-1531.946964,0.077297,0.073229,-1532.024261,-1532.020193,
o  ts_232_dft_reopt10,-1648.778288,-1648.701899,0.357821,-1648.393142,0.082373,0.077152,-1648.475515,-1648.470294,
o  ts_233_dft_reopt2,-1225.988335,-1225.908042,0.226716,-1225.742414,0.062867,0.060492,-1225.805281,-1225.802906,
o  ts_234_dft_reopt2,-1186.669711,-1186.588538,0.198880,-1186.452918,0.060887,0.058269,-1186.513805,-1186.511188,
o  ts_235_dft_reopt2,-1242.054343,-1241.970886,0.217004,-1241.818556,0.061452,0.059504,-1241.880008,-1241.878060,
o  ts_236_dft_reopt2,-1281.360064,-1281.277514,0.243989,-1281.095523,0.065729,0.063268,-1281.161253,-1281.158791,
o  ts_237_dft_reopt,-1473.103374,-1473.025746,0.295887,-1472.783990,0.073674,0.069511,-1472.857664,-1472.853501,
o  ts_238_dft_reopt2,-1320.664292,-1320.584885,0.270703,-1320.371484,0.069686,0.066577,-1320.441169,-1320.438060,
o  ts_239_dft_reopt2,-1301.228627,-1301.147987,0.231345,-1300.976816,0.066613,0.063506,-1301.043428,-1301.040322,
o  ts_23_dft_reopt2,-3454.553625,-3454.474821,0.258593,-3454.272976,0.070096,0.066953,-3454.343072,-3454.339930,
o  ts_240_dft_reopt2,-1417.728667,-1417.651715,0.278765,-1417.427426,0.071577,0.067705,-1417.499002,-1417.495131,
o  ts_241_dft_reopt,-1685.584961,-1685.506835,0.216643,-1685.347535,0.067217,0.064230,-1685.414752,-1685.411765,
o  ts_242_dft_reopt,-1646.272578,-1646.195332,0.189183,-1646.064040,0.063867,0.061424,-1646.127908,-1646.125464,
o  ts_243_dft_reopt2,-1701.648824,-1701.568097,0.206622,-1701.421701,0.066646,0.063597,-1701.488348,-1701.485298,
o  ts_244_dft_reopt3,-1740.956708,-1740.878734,0.234389,-1740.700358,0.068889,0.066387,-1740.769247,-1740.766746,
o  ts_245_dft_reopt9,-1932.700915,-1932.626274,0.285691,-1932.390046,0.077826,0.073339,-1932.467872,-1932.463385,
o  ts_246_dft_reopt4,-1780.250450,-1780.172983,0.261760,-1779.965727,0.071534,0.068376,-1780.037261,-1780.034102,
o  ts_247_dft_reopt2,-1760.825724,-1760.746957,0.221510,-1760.582268,0.070125,0.066830,-1760.652393,-1760.649098,
o  ts_248_dft_reopt,-1877.319658,-1877.242085,0.268803,-1877.026945,0.074954,0.070830,-1877.101899,-1877.097775,
o  ts_249_dft_reopt,-2105.874451,-2105.797540,0.180334,-2105.673765,0.066450,0.063515,-2105.740215,-2105.737280,
o  ts_24_dft_reopt9,-3571.047606,-3570.972464,0.305627,-3570.717904,0.074170,0.070621,-3570.792074,-3570.788525,
o  ts_250_dft_reopt,-2066.561835,-2066.484648,0.152462,-2066.390225,0.064698,0.061638,-2066.454923,-2066.451863,
o  ts_251_dft_reopt3,-2121.944021,-2121.863793,0.170326,-2121.753635,0.065906,0.062958,-2121.819542,-2121.816594,
o  ts_252_dft_reopt3,-2161.251237,-2161.171318,0.197629,-2161.031746,0.070172,0.066856,-2161.101918,-2161.098603,
o  ts_253_dft_reopt,-2352.992445,-2352.917370,0.249825,-2352.717998,0.076692,0.072347,-2352.794689,-2352.790345,
o  ts_254_dft_reopt3,-2200.542744,-2200.465863,0.225088,-2200.294780,0.072136,0.068696,-2200.366916,-2200.363476,
o  ts_255_dft_reopt2,-2181.115429,-2181.035771,0.184983,-2180.908775,0.070066,0.066670,-2180.978841,-2180.975445,
o  ts_256_dft_reopt5,-2297.609119,-2297.533001,0.231977,-2297.353385,0.075615,0.070963,-2297.428999,-2297.424348,
o  ts_257_dft_reopt2,-4219.881247,-4219.803416,0.179926,-4219.680798,0.067412,0.064349,-4219.748210,-4219.745147,
o  ts_258_dft_reopt,-4180.566697,-4180.489986,0.151859,-4180.395438,0.065842,0.062609,-4180.461280,-4180.458047,
o  ts_259_dft_reopt2,-4235.948650,-4235.869117,0.169504,-4235.758711,0.067606,0.064296,-4235.826317,-4235.823007,
o  ts_25_dft_reopt9,-1036.749112,-1036.673338,0.342355,-1036.382508,0.073970,0.070423,-1036.456478,-1036.452930,
o  ts_260_dft_reopt2,-4275.255984,-4275.176852,0.196939,-4275.036909,0.071397,0.067848,-4275.108305,-4275.104756,
o  ts_261_dft_reopt3,-4466.993189,-4466.920005,0.249029,-4466.719155,0.078771,0.073767,-4466.797926,-4466.792922,
o  ts_262_dft_reopt4,-4314.547604,-4314.469088,0.223870,-4314.300247,0.074944,0.070667,-4314.375191,-4314.370915,
o  ts_263_dft_reopt4,-4295.116946,-4295.037838,0.184632,-4294.910597,0.070968,0.067292,-4294.981565,-4294.977889,
o  ts_264_dft_reopt2,-4411.613621,-4411.537251,0.231390,-4411.358211,0.077056,0.072020,-4411.435267,-4411.430231,
o  ts_265_dft_reopt3,-1877.323903,-1877.246373,0.268466,-1877.031448,0.074511,0.070762,-1877.105959,-1877.102210,
o  ts_266_dft_reopt3,-1838.006748,-1837.929466,0.241211,-1837.742999,0.071613,0.067983,-1837.814612,-1837.810982,
o  ts_267_dft_reopt5,-1893.388767,-1893.309128,0.258312,-1893.106651,0.074748,0.070393,-1893.181399,-1893.177044,
o  ts_268_dft_reopt2,-1932.695435,-1932.616833,0.285633,-1932.384220,0.078843,0.074115,-1932.463064,-1932.458335,
o  ts_269_dft_reopt10,-2124.436852,-2124.361108,0.338061,-2124.070539,0.085312,0.079501,-2124.155851,-2124.150040,
o  ts_26_dft_reopt4,-997.433683,-997.355576,0.315730,-997.095421,0.069551,0.066852,-997.164972,-997.162273,
o  ts_270_dft_reopt9,-1971.993406,-1971.913799,0.313047,-1971.653733,0.080302,0.075881,-1971.734036,-1971.729615,
o  ts_271_dft_reopt,-1952.562273,-1952.483616,0.273752,-1952.263538,0.077194,0.072953,-1952.340732,-1952.336491,
o  ts_272_dft_reopt10,-2069.058288,-2068.980380,0.320758,-2068.710349,0.082731,0.077342,-2068.793080,-2068.787691,
o  ts_273_dft_reopt,-1646.272113,-1646.195078,0.189604,-1646.063468,0.062770,0.060593,-1646.126238,-1646.124060,
o  ts_274_dft_reopt,-1606.954121,-1606.875805,0.161483,-1606.774725,0.061172,0.058742,-1606.835897,-1606.833467,
o  ts_275_dft_reopt2,-1662.340320,-1662.259305,0.179323,-1662.142045,0.063377,0.060615,-1662.205422,-1662.202659,
o  ts_276_dft_reopt3,-1701.646920,-1701.566682,0.206552,-1701.419696,0.067529,0.064359,-1701.487225,-1701.484056,
o  ts_277_dft_reopt3,-1893.387281,-1893.313012,0.258772,-1893.105033,0.074250,0.070012,-1893.179283,-1893.175044,
o  ts_278_dft_reopt,-1740.946581,-1740.866276,0.233729,-1740.690882,0.070026,0.066815,-1740.760908,-1740.757697,
o  ts_279_dft_reopt,-1721.512740,-1721.432765,0.194158,-1721.298164,0.067252,0.063929,-1721.365415,-1721.362093,
